Molècula,Tanimoto,És Actiu,Actiu més semblant
CN1[C@@H](SCC(=O)N[C@@H](Cc2c3ccccc3[nH]c2)C(=O)[O-])N=C2C(=C3[C@H](S2)CCCC3)C1=O,0.6883116883116883,0,c1cc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
CN1[C@H](SCC(=O)N[C@@H](Cc2c3ccccc3[nH]c2)C(=O)[O-])N=C2C(=C3[C@@H](S2)CCCC3)C1=O,0.6883116883116883,0,c1cc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
Cc1ccc(NC(=O)[C@@H](C)Sc2nc3cc(C(=O)[O-])ccc3c(=O)n2CCO)cc1F,0.6883116883116883,0,c1cc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
COc1cc(/C=C/C(=O)[O-])cc(S(=O)(=O)NCCCN2C(=O)C3(CCCC3)NC2=O)c1OC,0.6881720430107527,0,COc1ccc2cc(O)c(N3CC(=O)NS3(=O)=O)cc2c1
Cc1ccc(S(=O)(=O)n2ccc3c2cccc3OCCOCCSC[C@H](C(=O)[O-])NC(=O)OC(C)(C)C)cc1,0.6881720430107527,0,c1ccc(S(=O)(=O)N2CCC(Nc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
CCCCOc1ccc([C@@H]2C(C(=O)c3ccc4c(c3)C[C@@H](C)O4)=C([O-])C(=O)N2CCOCCO)cc1OC,0.6875,0,COc1cccc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1ccc([C@H]2C(C(=O)c3ccc4c(c3)OCO4)=C([O-])C(=O)N2c2cc(C(=O)[O-])ccc2Cl)s1,0.6875,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)oc1
Cc1ccc(C(=O)[O-])cc1N1[C@H](c2cc3c(cc2OC)C[C@@H](C)O3)C(C(=O)c2ccco2)=C([O-])C1=O,0.6875,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
COc1cc(/C=C2\C(=O)N/C(=N/c3ccccc3)S2)cc(Br)c1OCC#C,0.6875,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
C[C@@H](C(=O)[O-])Oc1ccc(/C=C2\C(=O)N=C([N-]c3ccc(Br)cc3)S2)cc1OC,0.6875,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
CC[C@@H](C(=O)[O-])Oc1cccc(/C=C2\C(=O)N=C([N-]c3cccc(Cl)c3)S2)c1,0.6875,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
Cc1ccc(C(=O)C2=C([O-])C(=O)N(CCCCCC(=O)[O-])[C@H]2c2ccc(OC)c(OC)c2)cc1,0.6875,0,CCOC(=O)CCC1=C(n2ccc3c2cccc3)c2ccccc2C(=O)C1=O
c1cc(N2CCOCC2)ccc1NC(=O)[C@H]1CCCN1C(=O)C12C[C@H]3C[C@@H](C1)C[C@H](C3)C2,0.6875,0,c1ccc(CCN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cc1
COc1cc(Br)cc(/C=C2/C(=O)N=C([N-]c3cccc(C(=O)[O-])c3)S2)c1O,0.6875,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
c1cc([N+](=O)[O-])ccc1[C@@H]1C(C(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)=C([O-])C(=O)N1CCO,0.6875,0,c1ccc(S(=O)(=O)N2CCC(Nc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
Cc1ccc(C(=O)[O-])cc1N1[C@@H](c2cc3c(cc2OC)C[C@H](C)O3)C(C(=O)c2ccco2)=C([O-])C1=O,0.6875,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
c1ccc(-c2nc(CCNC(=O)[C@@H]3CC=CC[C@H]3C(=O)[O-])cs2)cc1,0.6875,0,c1cc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3cccc(C(=O)[O-])c3)[C@H]2c2cc3c(cc2OC)C[C@H](C)O3)cc1,0.6875,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
c1ccc(-c2nnn(Cc3ccc(C(=O)NNC(=O)C[C@H]4C(=O)Nc5ccccc5S4)cc3)n2)cc1,0.6875,0,Cc1cc(C[C@@H](c2[nH]c3ccccc3n2)NS(=O)(=O)c2ccccc2)ccc1N1CC(=O)NS1(=O)=O
c1cc(F)c([N-]S(=O)(=O)c2cc3c(cc2F)NC(=O)CC3)c(F)c1,0.6875,0,c1cc(-c2ccc(CN3CC(=O)NS3(=O)=O)cc2)cc(N2CCc3c2cc(F)cc3)c1
CCCC[NH+](CCCC)CCCN1[C@H](c2ccccc2OCCCC)C(C(=O)c2cccs2)=C([O-])C1=O,0.6875,0,COc1cccc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
C[C@H](c1ccccc1Br)NC(=O)CNC(=O)N[C@H](CC(=O)N1CCOCC1)C(=O)[O-],0.6875,0,c1ccc(CNC(=O)N2CCC(Nc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
Cc1ccc(C(=O)C2=C([O-])C(=O)N(CCOCCO)[C@H]2c2cccc(O)c2)cc1F,0.6875,0,c1ccc(CNC(=O)N2CCC(Nc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
Cc1cccc([N-]S(=O)(=O)c2cccc(-n3cnnn3)c2)c1C(=O)N,0.6875,0,Cc1cc(C[C@@H](c2[nH]c3ccccc3n2)NS(=O)(=O)c2ccccc2)ccc1N1CC(=O)NS1(=O)=O
COc1ccccc1/C=C/C(=O)NNC(=O)c1ccccc1[N-]S(=O)(=O)c1cccs1,0.6875,0,COc1ccc2cc([O-])c(N3CC(=O)NS3(=O)=O)cc2c1
CCCS(=O)(=O)[N-]c1ccc(Nc2ccc(C(=O)NC)cc2[N+](=O)[O-])cc1,0.6875,0,CCCCCNC(=O)[C@H](Cc1ccc(N(c2ccccc2C(=O)[O-])C(=O)C(=O)[O-])c(/C=C/C(=O)N)c1)NS(=O)(=O)C
Cc1ccc(C(=O)[O-])cc1N1[C@H](c2ccccc2OC)C(C(=O)c2ccc3c(c2)OCO3)=C([O-])C1=O,0.6875,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
CC(C)CCN1c2ccc([N-]S(=O)(=O)c3ccc(Cl)s3)cc2OCC(C)(C)C1=O,0.6868686868686869,0,CS(=O)(=O)N1CCC(Nc2cccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)c2)CC1
CC1=C(C(=O)OCCOC)[C@H](c2ccc(OC)c(OC)c2)N2C(/C=C(\[O-])NC[C@@H]3CCCO3)=CSC2=N1,0.6867469879518072,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1cccc(-c2nnc([S-])n2CC(=O)NC[C@@H](c2ccc(OC)c(OC)c2)N2CCOCC2)c1,0.6867469879518072,0,COc1cccc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
C[C@H]1C[C@H]1NS(=O)(=O)c1c(N)nc2n1ccs2,0.6867469879518072,0,Cc1cc(C[C@@H](c2[nH]c3ccccc3n2)NS(=O)(=O)c2ccccc2)ccc1N1CC(=O)NS1(=O)=O
CC1=C(C(=O)OCCOC)[C@H](c2ccccc2OC)N2C(/C=C(\[O-])NCCOC)=CSC2=N1,0.6867469879518072,0,COc1cccc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
CCOc1ccc([N-]S(=O)(=O)c2cc(C(=O)Nc3ccc(C)c(Cl)c3)[nH]n2)cc1,0.6867469879518072,0,c1cc(-c2c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s2)cc(NS(=O)(=O)c2ccc(F)cc2)c1
CC[C@H](C(=O)[O-])n1c(C)nc2c(c1=O)c1c(s2)CC[C@@H]1C(=O)[O-],0.6865671641791045,0,c1cc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
CCOC(=O)c1ccc(N2C(=O)[C@@H]3[C@@H](c4ccc(Cl)cc4)c4c(nc([S-])s4)S[C@@H]3C2=O)cc1,0.6865671641791045,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
CCOC(=O)c1ccc(N2C(=O)[C@H]3[C@@H](c4ccc(Cl)cc4)c4c(nc([S-])s4)S[C@@H]3C2=O)cc1,0.6865671641791045,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
C[C@@H]1Cc2cc(C(C3=C([O-])C(=O)N(Cc4ccco4)[C@H]3c3cccc(OCCC(C)C)c3)=O)ccc2O1,0.6865671641791045,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
c1ccc2c(c1)CCC[C@H]2NC(=O)COC(=O)c1cccnc1SCC(=O)N[C@@H]1CCCc2c1cccc2,0.6865671641791045,0,c1cc(C[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
Cc1c(C(=O)N)cc(C(=O)CN(Cc2ccc(C(=O)OC)cc2)C(=O)CC2CCCCC2)n1Cc1ccco1,0.6865671641791045,0,c1cc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
Cc1ccc(C(=O)[O-])cc1S(=O)(=O)[N-]c1ccc(Cl)c(C(=O)OC)c1,0.6865671641791045,0,c1cc(-c2c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s2)cc([N-]S(=O)(=O)c2ccc(F)cc2)c1
C[C@H](c1ccc(F)c(F)c1)NS(=O)(=O)c1cc(C(=O)[O-])c(Cl)cc1Cl,0.6865671641791045,0,c1cc(-c2c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s2)cc(NS(=O)(=O)c2ccc(F)cc2)c1
Cc1csc(Nc2cccc([N-]S(=O)(=O)c3ccc(F)c(F)c3F)c2)n1,0.6865671641791045,0,c1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)cc1
CCCCN1[C@H](c2ccc(C(C)(C)C)cc2)C(C(=O)c2ccc(OCC(C)C)c(C)c2)=C([O-])C1=O,0.6865671641791045,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
CCCCN1[C@@H](c2ccc(C(C)(C)C)cc2)C(C(=O)c2ccc(OCC(C)C)c(C)c2)=C([O-])C1=O,0.6865671641791045,0,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4c3cccc4)c3ccccc3C(=O)C2=O)cc1
CCCCCCOc1ccc([C@@H]2C(C(=O)c3ccc(OCCC)c(C)c3)=C([O-])C(=O)N2CC=C)cc1OC,0.6865671641791045,0,CCOC(=O)CCC1=C(n2ccc3c2cccc3)c2ccccc2C(=O)C1=O
c1ccc(F)c(NC(=O)C[C@H]2C(=O)N=C(N[C@@H](c3ccc(F)cc3)c3c([O-])[nH]c(=O)[nH]c3=O)S2)c1,0.6865671641791045,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
c1ccc(F)c(NC(=O)C[C@H]2C(=O)N=C(N[C@H](c3ccc(F)cc3)c3c([O-])[nH]c(=O)[nH]c3=O)S2)c1,0.6865671641791045,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
c1cc([O-])c(-n2c(=O)c3cc4c(cc3c2=O)c(=O)n(-c2cc(C(=O)[O-])ccc2[O-])c4=O)cc1C(=O)[O-],0.6862745098039216,0,c1ccc(Cc2c(-c3ccc(-c4ccc(O)c(NC(=O)c5ccccc5C(=O)[O-])c4)cc3)c3ccccc3o2)cc1
C[C@H](C(=O)[O-])O[C@H]1[C@H](NC(=O)C)[C@H](Oc2ccc(C(=O)C)cc2)O[C@@H]2[C@@H]1O[C@H](c1ccco1)OC2,0.6862745098039216,0,c1ccc(Cc2c(-c3ccc(-c4ccc(O[C@H](Cc5ccccc5)C(=O)[O-])cc4)cc3)c3cccnc3o2)cc1
Cc1ccc(OCCNC(=O)c2ccc([N-]S(=O)(=O)C)c(Cl)c2)cc1,0.686046511627907,0,c1ccc(CS(=O)(=O)N2CCC(Nc3cccc(-c4c(Cl)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
CC(C)(C)c1cc(NC(=O)c2ccc(Cl)c(Cl)c2)n([C@@H]2CCS(=O)(=O)C2)n1,0.686046511627907,0,c1cc(-c2ccc(CN3CC(=O)NS3(=O)=O)cc2)cc(N2CCc3c2cc(F)cc3)c1
CCN(CC)S(=O)(=O)c1ccc(C(=O)/N=c2/n(CC=C)c3c(s2)ccc(Cl)c3Cl)cc1,0.686046511627907,0,c1cc(-c2ccc(CN3CC([O-])=NS3(=O)=O)cc2)cc(N2CCc3c2cc(F)cc3)c1
CC(C)c1ccc([C@]2(C)C(=O)N(CC(=O)N([C@H]3CCS(=O)(=O)C3)C3CC3)C(=O)N2)cc1,0.686046511627907,0,c1cc(-c2ccc(CN3CC(=O)NS3(=O)=O)cc2)cc(N2CCc3c2cc(F)cc3)c1
Cc1cccc(COc2ccccc2[C@@H]2c3c(nc([O-])s3)S[C@H]3[C@@H]2C(=O)N(c2ccccc2)C3=O)c1,0.6857142857142857,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1cc(C(=O)C2=C([O-])C(=O)N(c3nc(C)c(C(=O)OCC=C)s3)[C@H]2c2cccnc2)ccc1OC,0.6857142857142857,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
CCc1ccc([C@H]2C(C(c3ccc(C)c(F)c3)=O)=C([O-])C(=O)N2c2nc(C)c(C(=O)OCC)s2)cc1,0.6857142857142857,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
CCOC(=O)c1c(C)nc(N2[C@@H](c3ccc(Cl)cc3)C(C(c3cc(C)ccc3C)=O)=C([O-])C2=O)s1,0.6857142857142857,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
Cc1cccc(-c2nnc(SCC(=O)N3Cc4ccccc4C[C@H]3C(=O)[O-])n2CC(=O)[O-])c1,0.6857142857142857,0,c1cc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
Cc1ccc(C(=O)[O-])cc1NC(=O)CSc1nc2cc(C(=O)[O-])ccc2c(=O)n1CC=C,0.6857142857142857,0,c1cc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
C[C@H](C(=O)[O-])Oc1cccc(/C=C2/C(=O)N(CC=C)/C(=N/c3cccc(C(=O)[O-])c3)S2)c1,0.6857142857142857,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
C[C@@H](C(=O)[O-])Oc1ccc(/C=C2/C(=O)N(CC=C)/C(=N/c3ccc(C(=O)[O-])cc3)S2)cc1,0.6857142857142857,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
C[C@@H](C(=O)[O-])Oc1cccc(/C=C2/C(=O)N(CC=C)/C(=N/c3ccc(C(=O)[O-])cc3)S2)c1,0.6857142857142857,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
CCOC(=O)c1c(C)nc(N2[C@H](c3ccc(Cl)cc3)C(C(c3ccc(C)cc3)=O)=C([O-])C2=O)s1,0.6857142857142857,0,c1cc(C(=O)Nc2ccc(-c3c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s3)cc2)cnc1
Cc1ccc([C@H](CC(=O)[O-])NS(=O)(=O)c2ccc(Cl)s2)cc1,0.6857142857142857,0,c1cc(-c2c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s2)cc(NS(=O)(=O)c2ccc(F)cc2)c1
CSCC[C@H](C(=O)[O-])NC(=O)/C(=C\c1ccccc1)NC(=O)c1cccc([N+](=O)[O-])c1,0.6857142857142857,0,CC(=O)N[C@H](Cc1ccc(N(c2ccccc2C(=O)[O-])C(=O)C(=O)[O-])c(CCO)c1)C(=O)NCc1ccc([N+](=O)[O-])cc1
Cc1ccccc1N1C[C@H](c2nc3ccccc3n2CCCOc2ccc(C(C)C)cc2)CC1=O,0.6857142857142857,0,CCCCc1c(Cc2ccc(-c3ccc(OCn4cnnn4)cc3)cc2)c2ccccc2o1
CC(C)CC(=O)Nc1ccc(N2CCN(CC(=O)NC(C)(C)C)CC2)cc1C(=O)[O-],0.6857142857142857,0,c1ccc(CC[N@@H+]2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cc1
C[C@@H]1C=C(C(=O)CSc2nc([O-])c(CCC(=O)[O-])nn2)[C@@H](C)N1c1ccccc1F,0.6853932584269663,0,c1ccc(-n2cc(/C=C3/C(=O)N(CCS(=O)(=O)[O-])C(=S)S3)c(-c3ccc(OCc4ccccc4F)cc3)n2)cc1
C[C@@H]1C=C(C(=O)CSc2nc([O-])c(CCC(=O)[O-])nn2)[C@H](C)N1c1cccc(F)c1,0.6853932584269663,0,c1ccc(-n2cc(/C=C3/C(=O)N(CCS(=O)(=O)[O-])C(=S)S3)c(-c3ccc(OCc4ccccc4F)cc3)n2)cc1
CCCc1ccc(NS(=O)(=O)[O-])c(N2CCN[C@H](OCC)C2)c1,0.6853932584269663,0,CCCCCNC(=O)[C@H](Cc1ccc(N(c2ccccc2C(=O)[O-])C(=O)C(=O)[O-])c(/C=C/C(=O)N)c1)NS(=O)(=O)C
CCc1nn2c([O-])c([N-]S(=O)(=O)c3ccc(Br)s3)c(C)nc2n1,0.6853932584269663,0,Cc1cc(C[C@@H](c2[nH]c3ccccc3n2)NS(=O)(=O)c2ccccc2)ccc1N1CC([O-])=NS1(=O)=O
C[C@H]1C=C(C(=O)CSc2nc([O-])c(CCC(=O)[O-])nn2)[C@H](C)N1c1cccc(F)c1,0.6853932584269663,0,c1ccc(-n2cc(/C=C3/C(=O)N(CCS(=O)(=O)[O-])C(=S)S3)c(-c3ccc(OCc4ccccc4F)cc3)n2)cc1
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,0.6853932584269663,0,c1ccc(S(=O)(=O)N2CCC(Nc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
C[C@H](C(=O)Nc1ccc(S(=O)(=O)N)cc1)OC(=O)[C@H]1CCCN(C(=O)c2ccc(Cl)cc2)C1,0.6853932584269663,0,c1ccc(CS(=O)(=O)N2CCC(Nc3cccc(-c4c(Cl)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
CCNC(=O)Cn1ccc(NC(=O)c2ccc(Cl)c([N-]S(=O)(=O)C)c2)n1,0.6853932584269663,0,Cc1cc(C[C@@H](c2[nH]c3ccccc3n2)NS(=O)(=O)c2ccccc2)ccc1N1CC(=O)NS1(=O)=O
CC[C@@]1([C@@H]2[C@@H](C)C[C@H]([C@H]3[C@@H](C)C[C@@H](C)[C@](CC)(O)O3)O2)CC[C@H]([C@]2(C)CC[C@]3(O2)C[C@H](O)[C@@H](C)[C@@H]([C@H](C)[C@H]([C@H](C)C(=O)[O-])OC)O3)O1,0.6851851851851852,0,CCCCCc1c(C(=O)[O-])c(O)cc2c1Oc1cc(OC)cc(C(=O)CCCC)c1C(=O)O2
COc1ccc(C(=O)C2=C([O-])C(=O)N(Cc3ccco3)[C@H]2c2ccc(Br)cc2)cc1F,0.684931506849315,0,C/C(=C\Cn1c([O-])nc(=O)o1)c1cccc(OCc2c(-c3ccccc3)oc(-c3ccc(C(F)(F)F)cc3)n2)c1
CC[NH+](CC)CCN1[C@H](c2ccc(O)c(OCC)c2)C(C(=O)c2ccc(OCC(C)C)c(C)c2)=C([O-])C1=O,0.684931506849315,0,CCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)[O-])c(C(=O)[O-])c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)[O-]
COc1ccc(C(=O)C2=C([O-])C(=O)N(Cc3ccco3)[C@@H]2c2ccc(Cl)c(Cl)c2)cc1F,0.684931506849315,0,C/C(=C\Cn1c([O-])nc(=O)o1)c1cccc(OCc2c(-c3ccccc3)oc(-c3ccc(C(F)(F)F)cc3)n2)c1
Cc1c(S(=O)(=O)[N-]c2c(C(=O)[O-])cc(Br)cc2Br)c[nH]n1,0.684931506849315,0,c1cc(-c2c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s2)cc(NS(=O)(=O)c2ccc(F)cc2)c1
CCOc1cc(/C=C2\C(=O)N(C)/C(=N\c3cccc(C(=O)[O-])c3)S2)ccc1OCc1ccccc1C#N,0.684931506849315,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1ccc(-c2nc(CSc3nnc(-c4ccc(OC)cc4)n3C[C@@H]3CCCO3)co2)c(C)c1,0.684931506849315,0,CCCCc1c(Cc2ccc(-c3ccc(OCn4cnnn4)cc3)cc2)c2ccccc2o1
CCOC(=O)c1ccc(NC(=O)c2ccc(Cl)c(S(=O)(=O)[N-]c3cccc(C)c3C)c2)c(Cl)c1,0.684931506849315,0,c1cc(-c2c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s2)cc(NS(=O)(=O)c2ccc(F)cc2)c1
c1ccc2c(c1)-c1ccccc1C2COC(=O)N[C@H](Cc1ccc(N2CCCC2)c(Cl)c1Cl)C(=O)[O-],0.684931506849315,0,c1ccc(NC(=O)N2CCC(COc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](CC)CC)[C@@H]2c2ccc(O)c(OC)c2)cc1C,0.684931506849315,0,CCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)[O-])c(C(=O)[O-])c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)[O-]
CC[C@H](C)c1ccc(OCCCCn2c3ccccc3nc2CCCNC(=O)Cc2ccccc2Cl)cc1,0.684931506849315,0,CCCCc1c(Cc2ccc3c(c2)ccc(OCn2cnnn2)c3Br)c2ccccc2o1
CCN1C(=O)/C(=C/c2ccc(OCC=C)c(OCC)c2)S/C1=N/c1cccc(C(=O)[O-])c1,0.684931506849315,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
CCOc1cc(/C=C2\C(=O)N(C)/C(=N\c3cccc(C(=O)[O-])c3)S2)ccc1OCC=C,0.684931506849315,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1cc(C(=O)CSc2nc3ccccc3c(=O)n2CC(=O)[O-])c(C)n1Cc1ccccc1,0.684931506849315,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1cc(C(=O)CSc2nc3ccccc3c(=O)n2CC(=O)[O-])c(C)n1[C@@H](C)c1ccccc1,0.684931506849315,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
Cc1ccc(Cn2c(=O)c3c(C)c(C(=O)[O-])sc3n(CC(=O)N)c2=O)c(C)c1,0.684931506849315,0,c1cc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
Cc1cc(C)cc(-n2c(-c3ccc(Cl)cc3)cnc2SCC(=O)N2CCC(C(=O)[O-])CC2)c1,0.6842105263157895,0,c1ccc(NC(=O)N2CCC(COc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
CCOc1ccc([C@@H]2C(C(=O)c3cc(C)ccc3O)=C([O-])C(=O)N2CCCN2CCOCC2)cc1OC,0.6842105263157895,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
CCCOc1ccc([C@H]2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2CCCN2CCOCC2)cc1OC,0.6842105263157895,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
CCOC(=O)c1c(C)nc(N2[C@H](c3ccc(OC)cc3)C(C(=O)c3cc4ccccc4o3)=C([O-])C2=O)s1,0.6842105263157895,0,COc1cccc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)c1
CCCc1nnc(SCc2[nH]c(=O)c3c(C)c(C(=O)[O-])sc3n2)n1CC(=O)[O-],0.6842105263157895,0,c1cc(CN2CCc3c(sc(NC(=O)C(=O)[O-])c3C(=O)[O-])C2)cnc1
c1cc(Cl)ccc1C(=O)C1=C([O-])C(=O)N(CCCN2CCOCC2)[C@H]1c1ccc(Cl)c(Cl)c1,0.6842105263157895,0,c1ccc(NC(=O)N2CCC(COc3cccc(-c4c(Br)c(OCC(=O)[O-])c(C(=O)[O-])s4)c3)CC2)cc1
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCn3ccnc3)[C@H]2c2cccc(Br)c2)cc1,0.6842105263157895,0,C/C(=C\Cn1c([O-])nc(=O)o1)c1cccc(OCc2c(-c3ccccc3)oc(-c3ccc(C(F)(F)F)cc3)n2)c1
CCCCCN1[C@H](c2ccc(C(C)(C)C)cc2)c2c(-c3cc(Cl)ccc3[O-])[nH]nc2C1=O,0.6842105263157895,0,CCCCc1c(Cc2ccc3c(c2)ccc(OCn2cnnn2)c3Br)c2ccccc2o1
CCCCCN1[C@@H](c2ccc(C(C)C)cc2)c2c(-c3cc(Cl)ccc3O)n[nH]c2C1=O,0.6842105263157895,0,CCCCc1c(Cc2ccc3c(c2)ccc(OCn2cnnn2)c3Br)c2ccccc2o1
CCCCCN1[C@@H](c2ccc(C(C)C)cc2)c2c(-c3cc(Cl)ccc3O)[nH]nc2C1=O,0.6842105263157895,0,CCCCc1c(Cc2ccc3c(c2)ccc(OCn2cnnn2)c3Br)c2ccccc2o1
