,Molècula,Tanimoto,És Actiu,Actiu més semblant
",0.7152,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1538,"c1ccc(c(c1)[C@H]1C(=C(C(=O)N1CCCCCC(=O)[O-])[O-])C(=O)c1ccc(cc1)Cl)F	ZINC13387783
",0.7152,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1539,"c1cc(ccc1[C@H]1C(=C(C(=O)N1CCCCCC(=O)[O-])[O-])C(=O)c1ccc(cc1)F)Cl	ZINC19882462
",0.7152,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1540,"Cc1ccc2c(c1)[C@](CC(N2C(=O)/C=C/c1ccc(cc1)OC)(C)C)(C)c1ccc(cc1)Br	ZINC59416145
",0.7151248164464024,0,"CCCCc1c(c2ccccc2o1)Cc1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL24557
"
1541,"CN(c1ccccc1)c1ccc(cc1)/C=N/Nc1c(cc(cc1Cl)Cl)Cl	ZINC06226889
",0.7151051625239006,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O	CHEMBL23989
"
1542,"c1ccc(c(c1)CSc1nnc(s1)/N=C(\[O-])/C(=C/c1c(cccc1Cl)F)/C#N)F	ZINC39997653
",0.7150259067357513,0,"c1cc(cnc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL214378
"
1543,"Cc1cc(nc(c1C(=O)[O-])SCc1csc(n1)N(c1ccc(c(c1)Cl)Cl)C(=O)C)C	ZINC13022884
",0.7149837133550488,0,"CCCC/C(=C/Cn1c([O-])nc(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1544,"CN(C)c1ccc(cc1)[C@H]1CC(=NN1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccccc1	ZINC04558652
",0.7149390243902439,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1545,"COc1cc(ccc1O)[C@@H]1C(=C(C(=O)N1CCN1CCOCC1)[O-])C(=O)c1cc2ccccc2o1	ZINC33767848
",0.7149253731343284,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])c1ccccc1	CHEMBL562468
"
1546,"Cc1ccc(cc1Cl)/N=C/1\NC(=O)/C(=C/c2c(cccc2Cl)F)/S1	ZINC15016539
",0.7148936170212766,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1547,"CCOc1cc(ccc1OCCC(C)C)[C@H]1C(=C([O-])C(=O)N1c1nccs1)C(=O)c1ccc(cc1)C	ZINC33546976
",0.7148817802503477,0,"Cc1cc(ccc1N1CC(=NS1(=O)=O)[O-])C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1548,"CC(C)(C)c1ccccc1OCCCn1c2ccccc2nc1[C@@H]1CC(=O)N(C1)c1ccc(cc1)Cl	ZINC38585206
",0.7148703956343793,0,"c1ccc(cc1)Cc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(c(c1)Br)OCCCC(=O)[O-]	CHEMBL25584
"
1549,"CC(C)(C)c1ccccc1OCCCn1c2ccccc2nc1[C@H]1CC(=O)N(C1)c1ccccc1Cl	ZINC38595623
",0.7148703956343793,0,"c1ccc(cc1)Cc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(c(c1)Br)OCCCC(=O)[O-]	CHEMBL25584
"
1550,"CC(C)c1ccc(cc1)[C@H]1Nc2ccccc2C(=O)N1c1ccc(cc1)Cl	ZINC02188745
",0.7148217636022514,0,"c1ccc2c(c1)c(c1c3ccccc3sc1c2Br)c1cc(c(c(c1)Br)[O-])Br	CHEMBL109290
"
1551,"C[C@H]1Cc2cc(ccc2O1)C(=O)C1=C(C(=O)N([C@H]1c1cccc(c1)Br)CCOC)[O-]	ZINC16286460
",0.714759535655058,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1552,"C[C@H]1Cc2cc(ccc2O1)C(=O)C1=C(C(=O)N([C@@H]1c1cccc(c1)Br)CCOC)[O-]	ZINC16286461
",0.714759535655058,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1553,"Cc1cc(ccc1N[C@H]1CC(=O)N(C1=O)c1nc(cs1)CC(=O)[O-])O	ZINC16902248
",0.7145877378435518,0,"c1cc(cnc1)C[N@@H+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL140757
"
1554,"Cc1cc(ccc1N[C@@H]1CC(=O)N(C1=O)c1nc(cs1)CC(=O)[O-])O	ZINC16902248
",0.7145877378435518,0,"c1cc(cnc1)C[N@@H+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL140757
"
1555,"Cc1ccc(cc1)c1nc(cs1)C(=O)N[C@H](CC(=O)[O-])c1ccc(cc1)F	ZINC13257792
",0.7145593869731801,0,"COc1cccc(c1)CN1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL137989
"
1556,"C[C@H](C(=O)[O-])Oc1cccc(c1)/C=C\1/C(=O)N=C(S1)N(C)c1ccccc1C(=O)[O-]	ZINC16933852
",0.7145214521452146,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1557,"Cc1c(sc(n1)c1ccccc1)C(=O)C1=C(C(=O)N([C@@H]1c1ccncc1)CCCN1CCOCC1)[O-]	ZINC33812947
",0.7144906743185079,0,"c1ccc(cc1)S(=O)(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL244360
"
1558,"CCOc1cc(ccc1OCCC(C)C)[C@H]1C(=C([O-])C(=O)N1Cc1ccco1)C(=O)c1ccc(cc1)Cl	ZINC35279389
",0.7144736842105263,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25243
"
1559,"CCCC[NH+](CCCC)CCCN1[C@H](C(=C(C1=O)[O-])C(=O)c1cc2cccc(c2o1)OC)c1cccs1	ZINC40019756
",0.7144670050761421,0,"CCCCCCCCCCCCCCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)O)C(=O)[O-])C)O)O	CHEMBL1078307
"
1560,"CC1(C[C@]2(CCO1)N1[C@H](CC(=N1)c1cccc3c1cccc3)c1cc(ccc1O2)Br)C	ZINC13617707
",0.7142857142857143,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1561,"Cc1cc(c2c(c1)sc(n2)N1[C@H](C(=C(C1=O)[O-])C(=O)c1cccs1)c1cccc(c1)Cl)C	ZINC09173295
",0.7142857142857143,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1562,"Cc1ccc(c(c1)[C@H]1C(=C(C(=O)N1c1cc(ccc1Cl)C(=O)[O-])[O-])C(=O)c1ccccc1F)C	ZINC13214745
",0.7142857142857143,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)[N-]S(=O)(=O)c1ccc(cc1)C(F)(F)F	CHEMBL383882
"
1563,"Cc1ccc(cc1)S(=O)(=O)[N-]c1ccc(cc1[N+](=O)[O-])S(=O)(=O)[N-]c1ccccc1Cl	ZINC09492378
",0.7142857142857143,0,"c1cc(cc(c1)[N-]S(=O)(=O)c1ccc(cc1)F)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL397255
"
1564,"COC(=O)C(=O)C1=C(NC(=N[C@H]1c1cccs1)[S-])c1cccs1	ZINC52538472
",0.7142857142857143,0,"c1cc(cc2c1cc[nH]2)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL383967
"
1565,"Cc1ccc(cc1)C(=O)C1=C(C(=O)N([C@H]1c1cccc(c1)OCCC(C)C)c1nccs1)[O-]	ZINC33538810
",0.7142857142857143,0,"CCCCc1c(c2ccccc2o1)Cc1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL24557
"
1566,"Cc1c(c(=O)n(n1C)c1ccccc1)NC(=O)CSc1nnc(n1c1ccccc1)C	ZINC13881726
",0.7142857142857143,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1567,"c1ccc2c(c1)cccc2Cn1cc(c2c1cccc2)/C=C/1\C(=NC(=O)N(C1=O)C1CCCC1)[O-]	ZINC01105138
",0.7140762463343109,0,"c1ccc2c(c1)c(co2)c1ccc(cc1)c1ccc(cc1)OS(=O)(=O)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL24900
"
1568,"CCOC(=O)c1c(nc(s1)N1[C@@H](C(=C([O-])C1=O)C(=O)c1ccc(cc1)C)c1ccc(cc1)Cl)C	ZINC00631293
",0.7140672782874617,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NS(=O)(=O)c1ccc(cc1)C(F)(F)F	CHEMBL383882
"
1569,"Cc1cc(ccc1F)S(=O)(=O)[N-]c1cc2c(cc1Sc1ccccc1Cl)n(c(=O)n2C)C	ZINC45941087
",0.714064914992272,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1570,"Cc1cccc(c1)[N-]S(=O)(=O)c1cc(ccc1Cl)C(=O)N[C@@H](C)c1ccc(cc1C)C	ZINC44842022
",0.7140522875816994,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1571,"C[C@H]1Cc2cc(ccc2O1)C(=O)C1=C(C(=O)N([C@H]1c1cccc(c1)[N+](=O)[O-])CCCN1CCOCC1)[O-]	ZINC35004628
",0.7138810198300283,0,"c1ccc(cc1)CS(=O)(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Cl	CHEMBL244563
"
1572,"Cc1cc(c2c(c1)sc(n2)N1[C@H](C(=C([O-])C1=O)C(=O)c1ccccc1)c1ccc(cc1)C(C)C)C	ZINC08973908
",0.7138769670958512,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL285125
"
1573,"Cc1ccc(c(c1)C1=NN([C@]2(C=C1)N(N=C(S2)C(=O)C)c1ccc(cc1Cl)Cl)c1ccccc1)C	ZINC59121154
",0.7138769670958512,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL285125
"
1574,"Cc1ccc(cc1)S(=O)(=O)[N-]c1ccc(cc1/C=N/c1ccc2c(c1)cccn2)Br	ZINC59946927
",0.7138103161397671,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1575,"Cc1cc(ccc1C(=O)C1=C(C(=O)N([C@@H]1c1cccs1)CCO)[O-])OC(C)C	ZINC40084455
",0.7137614678899082,0,"c1cc(oc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL387242
"
1576,"Cc1c(sc(n1)N1[C@H](C(=C([O-])C1=O)C(=O)c1ccc2c(c1)OCCO2)c1cccnc1)C(=O)OCC=C	ZINC35021734
",0.7136929460580913,0,"c1ccc2c(c1)[nH]c(n2)[C@H](Cc1ccc(c(c1)F)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL381584
"
1577,"CCOc1ccc(cc1)N1CCN(C1=O)CC(=O)Nc1ccc(cc1)S(=O)(=O)[N-]c1c(c(no1)C)C	ZINC49386322
",0.7136752136752137,0,"Cc1cc(ccc1N1CC(=NS1(=O)=O)[O-])C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1578,"CC(C)(C)c1ccc(cc1)[C@H]1C(=C(C(=O)N1Cc1ccccn1)[O-])C(=O)c1ccc(c(c1)Cl)OC	ZINC11614246
",0.7136752136752137,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL285125
"
1579,"Cc1ccc(cc1)S(=O)(=O)C1=C(C(=O)N([C@H]1c1ccc(cc1)C(=O)OC)Cc1ccccc1Cl)[O-]	ZINC64558437
",0.7136690647482015,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL285125
"
1580,"Cc1ccc(c(c1)[N+](=O)[O-])c1ccc(o1)/C=C/1\C(=O)N=C(S1)[N-]c1ccccc1C(=O)[O-]	ZINC20265098
",0.7136294027565084,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1581,"Cc1ccc(cc1[N-]C1=NC(=O)/C(=C\c2ccc(o2)c2ccc(cc2)[N+](=O)[O-])/S1)C(=O)[O-]	ZINC54164334
",0.7136294027565084,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1582,"c1cc(c(cc1n1c(nnc1SCc1c(cco1)C(=O)[O-])c1ccc(cc1Cl)Cl)Cl)F	ZINC13412683
",0.7135922330097088,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1583,"CSc1ccc(cc1)[C@H]1C(=C(C(=O)N1Cc1cccs1)[O-])S(=O)(=O)c1ccc(cc1)Cl	ZINC64558556
",0.7135922330097088,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1584,"c1ccc(c(c1)OCCSc1nc2cc(ccc2c(=O)n1C[C@H]1CCCO1)C(=O)[O-])Cl	ZINC13053049
",0.7135922330097088,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1585,"c1cc(ccc1OCCSc1nc2cc(ccc2c(=O)n1C[C@@H]1CCCO1)C(=O)[O-])Cl	ZINC13053050
",0.7135922330097088,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1586,"Cc1cc(ccc1Br)[N-]S(=O)(=O)c1c(cc(cc1Cl)Br)Cl	ZINC20302145
",0.7135678391959799,0,"COc1ccc2cc(c(cc2c1)N1CC(=O)NS1(=O)=O)[O-]	CHEMBL592291
"
1587,"C=CCN1C(=O)/C(=C/C(=C/c2ccccc2)/Cl)/S/C/1=N\c1ccccc1C(=O)[O-]	ZINC16928723
",0.7135506003430532,0,"c1cc(cnc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL214378
"
1588,"CCCCN1c2ccccc2[C@]2(C1=O)C(=C(C(=O)N2CCN1CCOCC1)[O-])C(=O)c1cc2ccccc2o1	ZINC39840890
",0.7135416666666666,0,"c1ccc(cc1)Cc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
"
1589,"C=c1cc([O-])n2c(=NC(=N[C@@H]2c2ccc(cc2)OC)[N-]c2cccc(c2Cl)Cl)[nH]1	ZINC54198380
",0.7135416666666666,0,"c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL212232
"
1590,"Cc1cccc(c1)NC(=O)[C@@H](C)Sc1nc2cc(ccc2c(=O)n1C[C@@H](C)O)C(=O)[O-]	ZINC13051818
",0.7133333333333334,0,"CC1(CC(CC(C1)(C)C)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)C	CHEMBL214912
"
1591,"CCOC(=O)c1c2c(sc1[N-]S(=O)(=O)c1ccccc1[N+](=O)[O-])C[C@@H](CC2)C(C)(C)C	ZINC40944838
",0.7133105802047781,0,"CC1(CC(CC(C1)(C)C)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)C	CHEMBL214912
"
1592,"c1ccc2c(c1)/C(=C/1\C(=O)N=C(S1)[N-]c1cc(cc(c1)Cl)Cl)/C(=O)N2CC(=O)[O-]	ZINC19939856
",0.7132743362831858,0,"c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL212232
"
1593,"c1ccc(cc1)Oc1c(cccn1)c1nnc([S-])n1c1cc(cc(c1)C(F)(F)F)C(F)(F)F	ZINC02161223
",0.7132243684992571,0,"CCCCc1c(c2ccccc2o1)Cc1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL24557
"
1594,"COc1cc(cc(c1[O-])[N+](=O)[O-])/C=C/1\C(=O)N(C(=S)S1)c1ccc(c(c1)Cl)Br	ZINC03768692
",0.7132216014897579,0,"c1cc(oc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL387242
"
1595,"c1ccc2c(c1)nc(s2)/N=C(\[O-])/C(=C/c1ccc(cc1)OCc1c(cccc1Cl)Cl)/C#N	ZINC41108911
",0.7132132132132132,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1596,"Cc1ccsc1[C@@H]1C(=C(C(=O)N1c1ccc(cc1)CC(=O)[O-])[O-])C(=O)c1ccccc1F	ZINC13217655
",0.7131901840490797,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1597,"Cc1ccc(s1)[C@H]1C(=C(C(=O)N1c1ccc(cc1)CC(=O)[O-])[O-])C(=O)c1ccccc1F	ZINC13217667
",0.7131901840490797,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1598,"C[C@@]1(C(=O)N(C(=O)N1)Cc1cc(no1)c1ccc(cc1)Cl)c1ccc(c(c1)F)F	ZINC46577187
",0.7130124777183601,0,"c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL212232
"
1599,"CCOC(=O)c1c(oc2c1cc(cc2Br)[N-]S(=O)(=O)c1cc(ccc1Cl)Cl)C	ZINC26462495
",0.7129629629629629,0,"c1cc(oc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL387242
"
1600,"Cc1ccc(cc1C)OCc1nnc(n1C)SCc1csc(n1)c1ccccc1Cl	ZINC20394941
",0.7128712871287128,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
1601,"CCC[C@H]1[C@@](O1)(c1ccc(cc1)Cl)[C@@H](CCC)N1CC(=CC(=C1)c1ccccc1)c1ccccc1	ZINC15771315
",0.7128571428571429,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1602,"CCC[C@H]1[C@](O1)(c1ccc(cc1)Cl)[C@@H](CCC)N1CC(=CC(=C1)c1ccccc1)c1ccccc1	ZINC15771319
",0.7128571428571429,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1603,"CCC[C@@H]1[C@](O1)(c1ccc(cc1)Cl)[C@@H](CCC)N1CC(=CC(=C1)c1ccccc1)c1ccccc1	ZINC15771321
",0.7128571428571429,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1604,"Cc1cc(nc(n1)N/C(=N/C(=O)N1c2ccccc2Sc2c1cccc2)/[N-]c1ccc(cc1)Cl)C	ZINC18097303
",0.7128279883381924,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1605,"Cc1cc(nc(n1)N/C(=N/C(=O)N1c2ccccc2Sc2c1cccc2)/[N-]c1ccc(cc1)Cl)C	ZINC18097303
",0.7128279883381924,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1606,"C=CCN1[C@@H](C(=C(C1=O)[O-])C(=O)c1ccc(cc1)OCc1ccccc1Cl)c1cccs1	ZINC40030598
",0.7127819548872181,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1607,"C[C@@H](C(=O)Nc1ccc(cc1)C(=O)C)Sc1nnc(n1c1ccc(cc1)OC)CNc1ccccc1Cl	ZINC00917386
",0.7127371273712737,0,"CC(C)(C)OC(=O)COc1ccc(cc1)CC1=C(c2ccccc2C(=O)C1=O)n1ccc2c1cccc2	CHEMBL56948
"
1608,"C[C@H](C(=O)Nc1ccc(cc1)C(=O)C)Sc1nnc(n1c1ccc(cc1)OC)CNc1ccccc1Cl	ZINC00917388
",0.7127371273712737,0,"CC(C)(C)OC(=O)COc1ccc(cc1)CC1=C(c2ccccc2C(=O)C1=O)n1ccc2c1cccc2	CHEMBL56948
"
1609,"Cc1ccc(c(c1)C(=O)C1=C(C(=O)N([C@@H]1c1cccc(c1)[N+](=O)[O-])c1nc2c(cc(cc2s1)C)C)[O-])C	ZINC34955159
",0.7126917712691772,0,"c1ccc2c(c1)[nH]c(n2)[C@H](Cc1ccc(c(c1)F)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL381584
"
1610,"C[C@]12c3c(c4ccccc4[nH]3)CCN1C(=O)N(C2=O)c1cccc(c1)C(=O)NCCCN1CCOCC1	ZINC26772304
",0.7126600284495022,0,"c1ccc(cc1)CNC(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL396555
"
1611,"Cc1ccc(cc1)C(=O)C1=C(C(=O)N([C@H]1c1ccc(cc1)N(C)C)c1nc2ccc(cc2s1)C)[O-]	ZINC34931513
",0.7126436781609196,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL285125
"
1612,"CN(Cc1ccccc1)C(=O)c1ccc2c(c1)nc([S-])n(c2=O)Cc1cccc(c1)Br	ZINC03630300
",0.7126436781609196,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1cc(c(c(c1)Br)O)Br	CHEMBL280388
"
1613,"Cc1ccccc1/C=C/c1nc2ccc(cc2c(=O)n1c1ccc(cc1)C(=O)[O-])I	ZINC09272402
",0.7126245847176079,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1614,"CCOc1cc(ccc1OCCC(C)C)[C@@H]1C(=C([O-])C(=O)N1Cc1ccco1)C(=O)c1ccc(cc1)C	ZINC33546955
",0.7125984251968503,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25243
"
1615,"CCO/C(=C\1/C(=N/c2ccc(cc2)Br)/S/C(=C\c2ccc(c(c2)OC)OCC#C)/C1=O)/[O-]	ZINC59247328
",0.7125567322239031,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)OCn1cnnn1	CHEMBL26100
"
1616,"Cc1cc(ccc1OCC=C)C(=O)C1=C(C(=O)N([C@@H]1c1cccs1)CCO)[O-]	ZINC40092250
",0.7124773960216998,0,"c1cc(oc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL387242
"
1617,"Cc1ccc(c(c1)C)[C@H]1C(=C(N=c2n1c(cs2)/C=C(\[O-])/NCc1ccco1)C)C(=O)OCc1ccccc1	ZINC36063564
",0.712401055408971,0,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
1618,"CCOC(=O)C1=C(N=c2n([C@@H]1c1cc(ccc1C)C)c(cs2)/C=C(\[O-])/NCc1ccco1)c1ccccc1	ZINC36064370
",0.712401055408971,0,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
1619,"CCOC(=O)C1=C(N=c2n([C@H]1c1cc(ccc1C)C)c(cs2)/C=C(\[O-])/NCc1ccco1)c1ccccc1	ZINC36064371
",0.712401055408971,0,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
1620,"Cc1c2cc(sc2n(n1)c1ccc(cc1)Cl)C(=O)Nc1ccccc1Sc1ccc(cc1)Cl	ZINC03219976
",0.7123893805309734,0,"CCCCc1c(c2ccccc2o1)Cc1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL24557
"
1621,"CCOc1cc(ccc1OCc1ccc(cc1)[N+](=O)[O-])/C=C\1/C(=NC(=S)N(C1=O)c1ccccc1)[O-]	ZINC15219888
",0.7123098201936376,0,"c1ccc(cc1)S(=O)(=O)N(Cc1ccc(cc1)c1csnn1)Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-]	CHEMBL369943
"
1622,"CCn1c2ccc(cc2nc1CSc1nc2ccccc2c(=O)n1c1ccc(c(c1)C)C)C(=O)[O-]	ZINC13218260
",0.7122708039492243,0,"Cc1c(nc(o1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL285125
"
1623,"Cn1ccnc1[C@H](c1ccccc1)NC(=O)CSc1nnc(n1CCC(=O)[O-])c1cccs1	ZINC13403228
