,Molècula,Tanimoto,És Actiu,Actiu més semblant
"
1084,"c1cc(sc1)CCCCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-]	CHEMBL559312
",0.5581395348837209,1,"c1cc(sc1)CCCCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-]	CHEMBL550462
"
1085,"c1cc(cc(c1)F)C(=O)/N=C(\Nc1ccc(c(c1)Cl)F)/[N-]Cc1ccncc1	ZINC45939934
",0.5580618212197159,0,"CCOC(=O)CCC1=C(c2ccccc2C(=O)C1=O)n1ccc2c1cccc2	CHEMBL61186
"
1086,"c1c(cc(c2c1COCO2)Cc1cc(cc2c1OCOC2)C(=O)[O-])C(=O)[O-]	ZINC35576408
",0.558055805580558,0,"COc1cccc(c1)C[N@@H+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL137989
"
1087,"Cc1ccc(cc1)[C@@]1(C(=O)N(C(=O)N1)Cc1cc(=O)oc2c1ccc(c2)Br)C	ZINC08643825
",0.5580431177446102,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1088,"c1cc(ccc1C(=O)[O-])N1C(=O)C[C@H](C1=O)Nc1ccc(cc1)Sc1ccc(cc1)Br	ZINC13461082
",0.5580322828593389,0,"c1cc(cc(c1)NS(=O)(=O)c1ccc(cc1)F)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL397255
"
1089,"Cc1ccc(c(c1)Cl)S(=O)(=O)[N-]c1ccccc1C(=O)N1C[C@@H](O[C@@H](C1)C)C	ZINC22961118
",0.5579649708090075,0,"CCOC(=O)CCC1=C(c2ccccc2C(=O)C1=O)n1ccc2c1cccc2	CHEMBL61186
"
1090,"CC1=C([C@@H](n2c(ccn2)N1)c1ccc(c(c1)Cl)Cl)C(=O)N1CCC[C@H]1c1ccncc1	ZINC45368599
",0.5579432079815809,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1091,"c1ccc(cc1)c1ccc(cc1)c1cs/c(=N\c2ccccc2Cl)/n1/N=C\1/CCCCc2c1cccc2	ZINC13098690
",0.5579288025889968,0,"CC(C)(C)OC(=O)COc1ccc(cc1)CC1=C(c2ccccc2C(=O)C1=O)n1ccc2c1cccc2	CHEMBL56948
"
1092,"COc1ccc(cc1OC)[C@@H]1C(=C(C(=O)N1c1cccc(c1)C(=O)[O-])[O-])C(=O)c1ccccc1Cl	ZINC13193520
",0.5577312626603647,0,"c1ccc2c(c1)c(co2)c1ccc(cc1)c1ccc(cc1)OS(=O)(=O)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL24900
"
1093,"c1ccc(cc1)n1c2c(cn1)c(ncn2)SCC(=O)c1ccccc1Cl	ZINC05533361
",0.5577092511013216,0,"CCCCc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL286007
"
1094,"CCOC(=O)C1=NN([C@]2(S1)c1ccccc1[C@H](S2)c1ccc(cc1)C(C)C)c1cccc(c1)OC	ZINC59126286
",0.5577051367578385,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
"
1095,"CC(C)c1ccc(cc1)OCc1cccc(c1)c1nnc([S-])n1c1ccc(cc1OC)OC	ZINC02793502
",0.5576923076923077,0,"CCCCc1c(c2ccccc2o1)Cc1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL24557
"
1096,"CC(=O)C1=C(C(=O)N([C@@H]1c1cccc(c1)[N+](=O)[O-])CCCC(=O)[O-])[O-]	ZINC19794459
",0.5575304022450889,0,"c1cc(sc1)CCCCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-]	CHEMBL550462
"
1097,"Cc1ccc(cc1S(=O)(=O)Nc1ccc(cc1C(=O)[O-])Cl)C(=O)[O-]	ZINC48344027
",0.5575221238938053,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1098,"CCS(=O)(=O)[N-]c1ccc(cc1C)NC(=O)[C@H]1C[C@@H]1c1ccccc1	ZINC66319968
",0.5575139146567718,0,"c1cc(sc1)CCCCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-]	CHEMBL550462
"
1099,"CCCCN1[C@@H](C(=C(C1=O)[O-])C(=O)c1ccc(cc1)S(=O)(=O)N1CCCCC1)c1ccccc1F	ZINC40111246
",0.557510148849797,0,"c1ccc2c(c1)c(co2)c1ccc(cc1)c1ccc(cc1)OS(=O)(=O)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL24900
"
1100,"CCc1ccccc1[N-]C1=NC(=O)/C(=C\c2ccc(o2)c2ccc(cc2Cl)[N+](=O)[O-])/S1	ZINC54164349
",0.5574755822689706,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1101,"C[C@H]1Cc2cc(ccc2O1)C(=O)C1=C(C(=O)N([C@H]1c1ccc(cc1)[N+](=O)[O-])CCCn1ccnc1)[O-]	ZINC15924683
",0.5572916666666666,0,"c1ccc(cc1)CN(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])S(=O)(=O)c1ccc(cc1)OCC(=O)[O-]	CHEMBL372973
"
1102,"c1ccc2c(c1)nc(s2)c1cc(ccc1O)/N=C\c1cc(cc(c1[O-])[N+](=O)[O-])Br	ZINC15134298
",0.5572831423895254,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
1103,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)NC(=O)c1ccccc1C(=O)[O-])O	CHEMBL284363
",0.5572429906542056,1,"c1ccc(cc1)[C@H](C(=O)[O-])Oc1ccc(cc1)c1ccc(cc1)c1c2ccccc2sc1Cc1ccc(cc1O)O	CHEMBL1082937
"
1104,"Cc1ccc(cc1)c1nnc([S-])n1CC(=O)NCc1ccc(c(c1)C)F	ZINC10552303
",0.5572315882874889,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O	CHEMBL23989
"
1105,"Cc1ccc(cc1)C(=O)C1=C(C(=O)N([C@H]1c1ccc(c(c1)OC)OC)c1nc(c(s1)C(=O)OC)C)[O-]	ZINC09271158
",0.5572269457161544,0,"c1ccc(cc1)S(=O)(=O)N(Cc1ccc(cc1)c1csnn1)Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-]	CHEMBL369943
"
1106,"c1cc(c(c(c1)Cl)/C=C(/c1ccc(cc1)/C(=C/c1c(cccc1Cl)Cl)/C#N)\C#N)Cl	ZINC02549192
",0.5571870170015456,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1107,"Cc1ccc(cc1)[C@H]1c2ccccc2OC(=C1/C=C/C(=O)c1ccc(c(c1)OC)OC)c1cccs1	ZINC01867321
",0.5571428571428572,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@H](c1ccccc1)C(=O)[O-]	CHEMBL24384
"
1108,"c1ccc(c(c1)C[C@H](CC(=O)[O-])NC(=O)OCC1c2ccccc2c2c1cccc2)Br	ZINC02504869
",0.5571321882001493,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1109,"c1cc(ccc1[C@H]1C(=C(C(=O)N1CCCCCC(=O)[O-])[O-])C(=O)c1ccc(cc1)F)Cl	ZINC19882462
",0.5570570570570571,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1110,"CCCOc1ccc(cc1OCC)[C@@H]1c2c(=O)c3c(cc(cc3oc2C(=O)N1Cc1ccc(cc1)C)C)C	ZINC38593885
",0.5569620253164557,0,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
"
1111,"Cc1ccc(c(c1)[N-]C1=NC(=O)/C(=C/c2ccccc2O[C@H](C)C(=O)[O-])/S1)C(=O)[O-]	ZINC16934047
",0.556923076923077,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1112,"Cc1ccc(c(c1)C)C(=O)C1=C(C(=O)N([C@H]1c1cccs1)c1cccc(c1)C(=O)[O-])[O-]	ZINC13212984
",0.5568096313017307,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1113,"c1ccc(cc1)C(CNC(=O)CCCCCCCCn1cc(nn1)c1cccnc1)c1ccccc1	ZINC45319400
",0.5567970204841713,0,"CCCCCCCCCCCCCCC(=O)c1ccc2c(nocc12)c1ccc(cc1)OCC(=O)[O-]	CHEMBL371026
"
1114,"c1ccc(cc1)c1cc(nc(n1)SCc1nc(no1)c1ccc(cc1)Br)[O-]	ZINC12414991
",0.5567890691716482,0,"c1ccc2c(c1)c(c1c3ccccc3sc1c2Br)c1cc(c(c(c1)Br)[O-])Br	CHEMBL109290
"
1115,"Cc1ccc(cc1C(=O)[O-])S(=O)(=O)[N-]c1cccc(c1n1cccn1)Cl	ZINC48382615
",0.5567765567765568,0,"c1ccc(cc1)CC[N@@H+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL140120
"
1116,"Cc1ccccc1N1C[C@@H](CC1=O)c1nc2ccccc2n1CCCOc1ccc(cc1)C(C)C	ZINC40251506
",0.5567423230974633,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
"
1117,"C[C@H]1CC[C@H]([C@@H](C1)OC(=O)c1ccc(cc1)N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1c3ccccc3[C@@H]2c2c1cccc2)C(C)C	ZINC04174732
",0.5567313345091123,0,"c1ccc(cc1)CC[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL403577
"
1118,"CCCCCCn1c(=O)c2ccccc2nc1SCC1=c2c(c(sc2=NC(=O)C1)C(=O)[O-])C	ZINC39690622
",0.5565642458100558,0,"CCCCCc1c(c(cc2c1Oc1cc(cc(c1C(=O)O2)C(=O)CCCC)OC)O)C(=O)[O-]	CHEMBL551842
"
1119,"Cc1ccc(c(c1)[C@@H]1C(=C(N=c2n1c(cs2)/C=C(\[O-])/NC[C@@H]1CCCO1)C)C(=O)OCc1ccccc1)C	ZINC36063516
",0.5564320388349514,0,"c1ccc(cc1)C1(SCC[C@H](S1)CCCCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])c1ccccc1	CHEMBL557450
"
1120,"Cc1ccc(cc1C)n1c(nnn1)SCC(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]	ZINC13233318
",0.5564024390243902,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1121,"CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)[O-])NC(=O)N1CC(=Nc2c1cccc2)O	ZINC13548255
",0.5563442768411713,0,"CS(=O)(=O)O[C@@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
"
1122,"Cc1ccc(cc1)N(CCCn1c(=O)c2cccc3c2c(ccc3)c1=O)C(=O)[C@@]12C[C@H]3C[C@@H](C1)C[C@H](C3)C2	ZINC27468070
",0.5563291139240506,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)C1CCCC1)OCC(=O)[O-]	CHEMBL282372
"
1123,"Cc1cc(ccc1c1cc2ccccc2oc1=O)/N=C/c1cc(cc(c1[O-])Br)[N+](=O)[O-]	ZINC16283215
",0.5563114134542706,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1124,"C[C@@H](C(=O)[O-])Oc1cccc(c1)/C=C\1/C(=O)N(/C(=N/c2ccccc2C(=O)[O-])/S1)C	ZINC16934187
",0.5562549173878836,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1125,"C[C@H](C(=O)[O-])Oc1cccc(c1)/C=C\1/C(=O)N(/C(=N\c2ccccc2C(=O)[O-])/S1)C	ZINC16934185
",0.5562549173878836,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1126,"C[C@@H](C(=O)Oc1ccc(cc1Br)C(=O)[O-])Oc1ccc(cc1Cl)Cl	ZINC66144945
",0.5562130177514792,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1127,"c1ccc(c(c1)C(=O)NC1CC1)[N-]S(=O)(=O)/C=C/c1ccc(cc1)Cl	ZINC07054385
",0.5561797752808989,0,"c1cc(sc1)CCCCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-]	CHEMBL550462
"
1128,"COc1ccc2ccccc2c1[C@@H]1[C@@H]2CC=C[C@H]2c2c(ccc(c2N1)Cl)Cl	ZINC20718908
",0.556135770234987,0,"c1ccc2c(c1)c(c1c3ccccc3sc1c2Br)c1cc(c(c(c1)Br)[O-])Br	CHEMBL109290
"
1129,"CCCSc1nnc(s1)/N=C(/C(=C/c1cn(nc1c1cccc(c1)[N+](=O)[O-])c1ccccc1)/C#N)\O	ZINC39998029
",0.5560567010309279,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@H](c1ccccc1)C(=O)[O-]	CHEMBL24384
"
1130,"Cc1c(cc(n1CCc1ccccc1)C(=O)CN(CCCOC(C)C)C(=O)Cc1ccsc1)C(=O)N	ZINC43254475
",0.5560538116591929,0,"Cc1cc(ccc1N1CC(=NS1(=O)=O)[O-])C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1131,"c1cc(ccc1CC(=O)[O-])N1[C@H](C(=C(C1=O)[O-])C(=O)C1CC1)c1ccc(cc1)[N+](=O)[O-]	ZINC13277809
",0.555993690851735,0,"CS(=O)(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL244148
"
1132,"Cc1ccc2c(c1)oc(n2)c1cc(ccc1Cl)/N=C/c1c(c(c2nc3ccccc3n2c1[O-])C#N)C	ZINC28632173
",0.5559895833333334,0,"c1ccc(cc1)S(=O)(=O)N(Cc1ccc(cc1)c1csnn1)Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-]	CHEMBL369943
"
1133,"CC(C)(C)[C@H]1CCc2c(c3cc(c4ccccc4c3o2)[N-]S(=O)(=O)c2cc(ccc2Cl)[N+](=O)[O-])C1	ZINC26462526
",0.5559322033898305,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])c1ccccc1	CHEMBL562468
"
1134,"CCOC(=O)C1=C(N=c2n([C@H]1c1ccc(cc1)C(C)C)c(cs2)/C=C(\[O-])/N1CCCC1)c1ccccc1	ZINC36064367
",0.5559065066329754,0,"CC(C)(C)OC(=O)COc1ccc(cc1)CC1=C(c2ccccc2C(=O)C1=O)n1ccc2c1cccc2	CHEMBL56948
"
1135,"C[C@H](C(=O)Nc1cccc(c1)C#N)OC(=O)c1ccc(c(c1)S(=O)(=O)[N-]c1ccc(cc1)OC)F	ZINC22502365
",0.5558564658090724,0,"c1ccc2c(c1)c(co2)c1ccc(cc1)c1ccc(cc1)OS(=O)(=O)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL24900
"
1136,"Cc1cc(ccc1OC)C(=O)C1=C(C(=O)N([C@@H]1c1cccc(c1)Br)CC=C)[O-]	ZINC40026930
",0.5558292282430214,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1137,"CC[C@H](C)[C@H](C(=O)[O-])NC(=O)Cc1c(nc2n1cc(cc2)C)c1ccc(c(c1)C)F	ZINC62049235
",0.5557263643351268,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1138,"Cc1ccc(cc1Cl)/N=C/1\NC(=O)/C(=C/c2ccc(o2)c2cc(ccc2Cl)[N+](=O)[O-])/S1	ZINC02904210
",0.555724033358605,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1139,"Cc1ccc(c(c1)C)[C@H]1C(=C(N=c2n1c(cs2)/C=C(\[O-])/N[C@H](C)c1ccccc1)C)C(=O)OCCOC	ZINC36061181
",0.5556930693069307,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25243
"
1140,"Cc1ccc(c(c1)[N-]C1=NC(=O)/C(=C/c2ccccc2O[C@H](C)C(=O)[O-])/S1)C	ZINC16910514
",0.5556478405315615,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1141,"CCCCN1[C@@H](C(=C(C1=O)[O-])C(=O)c1ccc(cc1)Br)c1c(cccc1Cl)Cl	ZINC40077182
",0.5556471558120363,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1142,"Cc1ccc(cc1NC(=O)CSc1nnc(n1CC(=O)[O-])c1ccc(cc1)Cl)C(=O)[O-]	ZINC13232561
",0.5555555555555556,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1143,"Cc1ccc(cc1)S(=O)(=O)[N-]c1ccc(cc1/C=N/c1ccc2c(c1)cccn2)Br	ZINC59946927
",0.55546875,0,"c1ccc(cc1)C(=O)c1c(c2ccccc2o1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL24501
"
1144,"CN(Cc1cc(ccc1OC)Br)C(=O)Cn1c(nnc1[S-])c1ccc(cc1)Cl	ZINC17957789
",0.5554642563681184,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1145,"Cc1cc(ccc1C(=O)C1=C(C(=O)N([C@H]1c1ccc(cc1)C(=O)OC)CCOCCO)[O-])OCC(C)C	ZINC40084702
",0.5554179566563467,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25243
"
1146,"c1ccc(cc1)/N=N/c1ccc(cc1)[N-]S(=O)(=O)c1ccc2c(c1)oc([O-])n2	ZINC41125069
",0.5553705245628643,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1147,"C[C@@H](C(=O)[O-])n1c(=O)c2c(csc2nc1c1ccccn1)C(=O)[O-]	ZINC40695271
",0.555337904015671,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1148,"c1ccc(cc1)[N-]S(=O)(=O)CCNC(=O)c1ccc(c(c1F)F)F	ZINC62162954
",0.5553359683794467,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1149,"CC(C)Oc1ccc(cc1)C1=NN2[C@H](C1)c1cc(ccc1O[C@@H]2c1ccc(cc1)Cl)Br	ZINC09216348
",0.5553030303030303,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1150,"Cc1ccc(cc1Cl)NCc1cc([O-])n2c(n1)nc(n2)NCc1ccccc1OC	ZINC65323113
",0.5552193645990923,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1151,"C[C@@H]1Cc2cc(ccc2O1)C(=O)C1=C(C(=O)N([C@H]1c1cccc2c1cccc2)CCN1CCOCC1)[O-]	ZINC24147164
",0.5551948051948052,0,"c1ccc(cc1)CNC(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL396555
"
1152,"CCCOc1ccc(c(c1)C)C(=O)C1=C(C(=O)N([C@@H]1c1ccc(cc1)C)CCOCCO)[O-]	ZINC40082068
",0.5551724137931034,0,"CCCCc1c(c2ccccc2o1)Cc1ccc(cc1)c1ccc(cc1)OCn1cnnn1	CHEMBL24557
"
1153,"COc1cc(cc(c1OCC#C)Br)/C=C/1\C(=O)N/C(=N/c2ccccc2)/S1	ZINC09234105
",0.5551694178974804,0,"c1ccc2c(c1)c(c1c3ccccc3sc1c2Br)c1cc(c(c(c1)Br)[O-])Br	CHEMBL109290
"
1154,"c1ccc(cc1)c1ccc(cc1)/C=C/C1=NN([C@@H](C1)c1ccc(cc1)c1ccccc1)c1ccccc1	ZINC13511403
",0.5551306564690885,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)NC(=O)/C=C/C(=O)[O-])O	CHEMBL1086020
"
1155,"CCCCCCn1c(c(c(c(c1=O)C#N)C)C(=O)c1c(c2ccc(cc2s1)C)Cl)[O-]	ZINC38627045
",0.5550493545937737,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1156,"c1cc(cc(c1)Br)/C=C(\C#N)/C(=N/c1nnc(s1)SCc1ccc(cc1)F)/[O-]	ZINC39997687
",0.5550161812297735,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1157,"c1cc(cc(c1)N1[C@H](C(=C(C1=O)[O-])C(=O)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)C#N)C(=O)[O-]	ZINC13213383
",0.555010511562719,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NS(=O)(=O)c1ccc(cc1)C(F)(F)F	CHEMBL383882
"
1158,"CC[C@H](C(=O)[O-])Oc1ccc(cc1OCC)/C=C/1\C(=O)N=C(S1)[N-]c1cccc(c1)Cl	ZINC16919322
",0.5549658832448825,0,"COC(=O)c1c(cccc1OC/C=C/c1cccc(c1)c1c(c(no1)C(=O)[O-])CO)O	CHEMBL184444
"
1159,"Cc1ccc(cc1[N+](=O)[O-])[C@H]1C(=C(C(=O)N1c1cccc(c1)C(=O)[O-])[O-])C(=O)c1ccc(s1)Cl	ZINC13213370
",0.5549335199440167,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NS(=O)(=O)c1ccc(cc1)C(F)(F)F	CHEMBL383882
"
1160,"CCOc1cc(ccc1O[C@@H](C)C(=O)[O-])/C=C/1\C(=O)N(C(=S)S1)NC(=O)c1ccccc1Cl	ZINC16917023
",0.5549215406562055,0,"CCCCCc1c(c(cc2c1Oc1cc(cc(c1C(=O)O2)C(=O)CCCC)OC)O)C(=O)[O-]	CHEMBL551842
"
1161,"CCOc1cc(ccc1O[C@H](C)C(=O)[O-])/C=C/1\C(=O)N(C(=S)S1)NC(=O)c1ccccc1Cl	ZINC16917027
",0.5549215406562055,0,"CCCCCc1c(c(cc2c1Oc1cc(cc(c1C(=O)O2)C(=O)CCCC)OC)O)C(=O)[O-]	CHEMBL551842
"
1162,"CSCC[C@@H](C(=O)[O-])N1C(=O)/C(=C/c2ccc(o2)c2ccc(cc2)C(=O)[O-])/SC1=S	ZINC40567550
",0.5548733691481197,0,"CCCC/C(=C/Cn1c(=O)[nH]c(=O)o1)/c1cccc(c1)OCc1cc(cc(c1)Cl)Cl	CHEMBL414204
"
1163,"Cc1cc(c2c(c1)sc(n2)N1[C@H](C(=C(C1=O)[O-])C(=O)c1ccc(cc1)F)c1ccc(cc1)C(C)C)C	ZINC09240974
",0.554834523036989,0,"Cc1cc(ccc1N1CC(=NS1(=O)=O)[O-])C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1164,"CCCCCCOc1ccc(cc1OC)[C@@H]1C(=C(Nc2n1nc(n2)SCCCC)C)C(=O)OC(C)C	ZINC41001388
",0.5547169811320755,0,"CCCCCCCCCCCCCCC(=O)c1ccc2c(nocc12)c1ccc(cc1)OCC(=O)[O-]	CHEMBL371026
"
1165,"CCOc1cc(ccc1OCC=C)[C@H]1C(=C([O-])C(=O)N1Cc1ccccc1)C(=O)c1c(nc2n1cccc2)C	ZINC35420374
",0.5547147846332945,0,"c1ccc(cc1)CCC[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL9321
"
1166,"c1ccc2c(c1)c(cn2CC(=O)N)/C=C(\C#N)/C(=O)Nc1ccc(cc1)S(=O)(=O)[N-]c1nccs1	ZINC20533879
",0.5546503733876442,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1167,"c1ccc(c(c1)[C@H]1C(=C(C(=O)N1CCCC(=O)[O-])[O-])C(=O)c1ccc(cc1)[N+](=O)[O-])F	ZINC19794631
",0.5546407185628742,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1168,"c1ccc(c(c1)[C@@H]1C(=C(C(=O)N1CCCC(=O)[O-])[O-])C(=O)c1ccc(cc1)[N+](=O)[O-])F	ZINC13617152
",0.5546407185628742,0,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
1169,"CN1c2ccccc2/C(=C/2\C(=O)N=C(S2)[N-]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])/C1=O	ZINC39869944
",0.5546088303640588,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1170,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NC(=O)CC(=O)[O-]	CHEMBL215335
",0.5545851528384279,1,"COc1cccc(c1)C[N@@H+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL137989
