,Molècula,Tanimoto,És Actiu,Actiu més semblant
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
289,"Cc1c(cc(cc1Cl)S(=O)(=O)N[C@@H](CO)C(=O)[O-])[N+](=O)[O-]	ZINC21519107
",1.0,0,"CC(=O)N[C@H](Cc1ccc(c(c1)CCO)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])C(=O)NCc1ccc(cc1)[N+](=O)[O-]	CHEMBL539915
"
290,"Cn1c2c(c(cc(n2)C2CC2)C(=O)NNC(=O)c2ccccn2)c([O-])n1	ZINC31808081
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
291,"CC[C@@H](C)[C@H](C(=O)[O-])NC(=O)c1cs/c(=N\S(=O)(=O)C)/[nH]1	ZINC31963240
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
292,"CC[C@H](C)[C@@H](C(=O)[O-])NC(=O)c1cs/c(=N\S(=O)(=O)C)/[nH]1	ZINC31963248
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
293,"Cc1ccc(s1)S(=O)(=O)[N-]c1c(cn(n1)C)S(=O)(=O)N	ZINC40385271
",1.0,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
294,"Cn1cc(cc1C(=O)N)S(=O)(=O)[N-]c1ccccc1n1cncn1	ZINC45713156
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
295,"CC(=O)N[C@]1(c2c([O-])[nH]c(=O)n(c2=NC1=O)Cc1ccncc1)C(F)(F)F	ZINC05321618
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
296,"CS(=O)(=O)[N-]c1cccc2c1CCCN2C(=O)C(=O)NCC(=O)NCC#C	ZINC51808746
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
297,"C[C@H](C(=O)NC)NS(=O)(=O)c1cc(oc1Br)C(=O)[O-]	ZINC55329764
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
298,"CC(=O)Nc1nnc(s1)S(=O)(=O)[N-]c1ccccc1C(=O)NC	ZINC62066124
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
299,"Cc1c(c(on1)C)S(=O)(=O)[N-]c1cccc(c1)CS(=O)(=O)N	ZINC58331410
",1.0,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
300,"CN1C(=O)/C(=C/2\NN[C@H](C2)c2ccc(c(c2)OC)OC)/C(=O)N=C1[O-]	ZINC09172638
",1.0,0,"COc1ccc2cc(c(cc2c1)N1CC(=O)NS1(=O)=O)[O-]	CHEMBL592291
"
301,"Cc1ccc(s1)C/C(=N/S(=O)(=O)c1cc(n(c1)C)C(=O)N)/[O-]	ZINC66003172
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
302,"CS(=O)(=O)[N-]c1cc(ccc1F)C(=O)NCc1n[nH]c(=S)n1C1CC1	ZINC66637790
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
303,"Cc1ccc(cc1[N-]S(=O)(=O)C)C(=O)NCc1n[nH]c(=S)n1C(C)C	ZINC66640875
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
304,"CCCc1nnc(n1CC(=O)NCc1n[nH]c(=S)n1C(C)C)[S-]	ZINC66640905
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
305,"Cn1c(n[nH]c1=S)CCNC(=O)Cn1c(=O)c2ccccc2c([O-])n1	ZINC67051475
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
306,"CCS(=O)(=O)[N-]c1ccccc1C(=O)NCCc1n[nH]c(=S)n1C	ZINC67052066
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
307,"CCCc1c(nc(nc1[O-])C)/C=C/c1c[nH]c(=O)[nH]c1=O	ZINC16853028
",1.0,0,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
308,"CNC(=O)c1ccc(cc1)[N-]S(=O)(=O)c1ccc(=O)[nH]c1	ZINC36829153
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
309,"c1c2c(cc(c1NS(=O)(=O)CC(=O)[O-])Cl)NC(=O)C2	ZINC37029884
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
310,"C[C@@H]1C[C@@H]1C(=O)NC1(CCC1)c1[nH]cc(n1)C(=O)[O-]	ZINC37590760
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
311,"c1c2c(cc(c1NC(=O)[C@H]1C[C@H]1C(=O)[O-])Cl)NC(=O)C2	ZINC37793957
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
312,"c1cc2c(cc1[N-]S(=O)(=O)c1ccnc(c1)Cl)[nH]c(=O)[nH]2	ZINC38104701
",1.0,0,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
313,"c1c2c(cnc1Cl)C=C[C@@H]1C2=NC(=C1C(=O)[O-])CON	ZINC39133313
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
314,"Cc1cc(cc(c1C)[N-]S(=O)(=O)C(F)F)S(=O)(=O)N	ZINC40384370
",1.0,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
315,"C[C@@H](c1[n-]nnn1)NC(=O)[C@@H]1c2ccccc2CCN1	ZINC44932484
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
316,"C[C@@H](CNC(=O)c1ccc2c(c1)OCC(=O)N2)C(=O)[O-]	ZINC54310044
",1.0,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NC(=O)CC(=O)[O-]	CHEMBL215335
"
317,"c1cc2c(cc1Br)[C@@H](C(=O)N2)NCc1[n-]nnn1	ZINC44928043
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
318,"Cc1cccc(c1[N-]S(=O)(=O)c1cnn(c1)C)C(=O)N	ZINC59773255
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
319,"CCc1cccc(c1NC(=O)CSc1nc2cc(ccc2c(=O)n1C[C@H]1CCCO1)C(=O)[O-])C	ZINC13053037
",1.0,0,"c1cc2c(cc1NC(=O)CCCC[C@@H]1CCSCS1)CO[C@H](C2)C(=O)[O-]	CHEMBL551671
"
320,"C[C@@H](c1ccc(cc1)F)NC(=O)CSc1nc2cc(ccc2c(=O)n1C[C@@H]1CCCO1)C(=O)[O-]	ZINC13053317
",1.0,0,"c1cc2c(cc1NC(=O)CCCC[C@@H]1CCSCS1)CO[C@H](C2)C(=O)[O-]	CHEMBL551671
"
321,"COc1ccc(c(c1)OC)NC(=O)c1ccc2c(c1)nc([S-])n(c2=O)c1ccc(c(c1)OC)OC	ZINC03632140
",1.0,0,"COc1ccc2cc(c(cc2c1)N1CC(=O)NS1(=O)=O)[O-]	CHEMBL592291
"
322,"Cc1cc(n(n1)c1nc([O-])c2cnn(c2n1)c1ccccc1F)NC(=O)c1ccc(cc1)OC(C)C	ZINC21011035
",1.0,0,"COc1ccc2cc(c(cc2c1)N1CC(=O)NS1(=O)=O)[O-]	CHEMBL592291
"
323,"Cc1cc(n(n1)c1nc([O-])c2cnn(c2n1)c1cccc(c1)Cl)NC(=O)c1ccc(cc1)OC	ZINC21112040
",1.0,0,"COc1ccc2cc(c(cc2c1)N1CC(=O)NS1(=O)=O)[O-]	CHEMBL592291
"
324,"Cc1c(sc(n1)NC(=O)c1c2c(n(n1)c1ccc(cc1)F)CCC2)c1nnc([S-])n1CC=C	ZINC22972875
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
325,"CCNC(=O)c1ccc(cc1)c1nc2cc(ccc2n1C)[N-]S(=O)(=O)c1cccc2c1nsn2	ZINC33276965
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
326,"Cc1cccc(c1)n1ccc(=O)c(n1)C(=O)Nc1ccc(cc1)S(=O)(=O)[N-]c1c(c(no1)C)C	ZINC08845871
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
327,"CC1=C([C@H](n2c(csc2=N1)/C=C(\[O-])/NCCN1CCOCC1)c1ccsc1)C(=O)OC(C)C	ZINC40401725
",1.0,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
"
328,"C[C@H]1c2c(nnc([O-])c2/C(=N/C(=O)COC(=O)C2=C(NN([C@@H]2Cl)c2ccc(cc2)F)C)/O1)C	ZINC38663608
",1.0,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
"
329,"c1ccc(c(c1)[N-]S(=O)(=O)C1=CC(=NC1)C(=O)OCC(=O)Nc1c(cccc1Cl)Cl)F	ZINC64103841
",1.0,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
"
330,"Cc1ccc(cc1)N1C(=O)[C@@H]2[C@H]3C[C@H]4[C@@]5(CCC[C@@]([C@@H]5CC[C@]4([C@H]2C1=O)C=C3C(C)C)(C)C(=O)[O-])C	ZINC12342020
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
331,"Cc1ccc(cc1)N1C(=O)[C@@H]2[C@H]3C[C@H]4[C@]5(CCC[C@@]([C@H]5CC[C@]4([C@@H]2C1=O)C=C3C(C)C)(C)C(=O)[O-])C	ZINC12661552
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
332,"Cc1cc(ccc1Br)[N-]S(=O)(=O)c1c(cc(cc1Cl)Br)Cl	ZINC20302145
",1.0,0,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
333,"Cc1c(sc(n1)NC(=O)c1cc2c(s1)CC[C@@H](C2)C(C)(C)C)c1nnc([S-])n1CC=C	ZINC22972618
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
334,"c1c(cc(c2c1c1c(o2)CCCC1=O)Cl)[N-]S(=O)(=O)c1cc(c(cc1Cl)Cl)Cl	ZINC28463653
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
335,"Cc1c(c2cc(c3ccccc3c2o1)[N-]S(=O)(=O)c1cc(c(cc1Cl)Cl)Cl)C(=O)C	ZINC28463669
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
336,"c1ccc(cc1)n1cc(c(n1)[C@@]12C[C@H]3C[C@@H](C1)C[C@H](C3)C2)/C=C(\C#N)/c1nc2ccccc2c([O-])n1	ZINC09223186
",1.0,0,"c1cc2cc(c(cc2cc1CC#N)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL259051
"
337,"Cc1ccc(c(c1)C(=O)C1=C(C(=O)N([C@H]1c1ccc(cc1)C(C)C)c1nc(c(s1)C(=O)C)C)[O-])C	ZINC33580949
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
338,"Cc1ccc(o1)[C@@H]1C(=C([O-])C(=O)N1c1nc2c(cc(cc2s1)C)C)C(=O)c1ccc(cc1)Cl	ZINC33628423
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
339,"CC1=C([C@@H](n2c(csc2=N1)/C=C(\[O-])/NCc1cccc(c1)F)c1ccccc1Cl)C(=O)OC	ZINC34923448
",1.0,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
"
340,"CC1=C([C@H](n2c(csc2=N1)/C=C(\[O-])/NCc1cccc(c1)F)c1ccccc1Cl)C(=O)OC	ZINC34923449
",1.0,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
"
341,"CCN(C)/C(=C/c1csc2=NC(=C([C@H](n12)c1ccccc1Cl)C(=O)Nc1ccccc1)C)/[O-]	ZINC35693392
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
342,"CC1=C([C@H](n2c(csc2=N1)/C=C(\[O-])/N[C@H](C)c1ccccc1)c1ccc(cc1)Cl)C(=O)NC	ZINC35709704
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
343,"CC1=C([C@H](n2c(csc2=N1)/C=C(\[O-])/NCC(C)C)c1ccc(cc1)Cl)C(=O)NC(C)(C)C	ZINC35709899
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
344,"c1cc(ccc1[C@@H]1C(=C([O-])C(=O)N1c1ccc(cc1)F)C(=O)c1ccc(cc1)Cl)Br	ZINC08892356
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
345,"c1cc(ccc1[C@H]1C(=C([O-])C(=O)N1c1ccc(cc1)F)C(=O)c1ccc(cc1)Cl)Br	ZINC08892357
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
346,"Cc1ccc(cc1)N1C(=O)[C@@H]2[C@@H]3C[C@H]4[C@]5(CCC[C@@]([C@H]5CC[C@@]4([C@@H]2C1=O)C=C3C(C)C)(C)C(=O)[O-])C	ZINC38555702
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
347,"Cc1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@H]4[C@@]5(CCC[C@@]([C@@H]5CC[C@@]4([C@H]2C1=O)C=C3C(C)C)(C)C(=O)[O-])C	ZINC43740658
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
348,"CC(C)C1=C[C@@]23CC[C@@H]4[C@]([C@@H]2C[C@@H]1[C@H]1[C@@H]3C(=O)N(C1=O)c1ccccc1)(CCC[C@@]4(C)C(=O)[O-])C	ZINC43740669
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
349,"c1cc(ccc1/C=C\1/C(=O)N(C(=N1)c1ccc(cc1)Br)c1ccc(cc1)C(=O)[O-])Cl	ZINC59229056
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
350,"CC(C)c1ccc2c(c1)[C@]1(CC(=O)Nc3c1sc(c3c1ccc(cc1)Cl)C(=O)[O-])C(=O)N2C	ZINC36354794
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
351,"C1[C@H]([C@@H]([C@H]([C@H]1O)/C=C/[C@H](CCCCCC(=O)[O-])O)C/C=C\CCCC(=O)[O-])O	ZINC27642337
",1.0,0,"C[C@]12CC[C@@H](C([C@@H]1CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)CCCCCCCCCCC(=O)[O-])C)C)(C)C)O	CHEMBL501267
"
352,"CC[C@@H]1C=C1C/C=C\C[C@@H](/C=C/C=C/C/C=C\C/C=C\CCC(=O)[O-])O	ZINC27643257
",1.0,0,"C[C@]12CC[C@@H](C([C@@H]1CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)CCCCCCCCCCC(=O)[O-])C)C)(C)C)O	CHEMBL501267
"
353,"Cc1cccc(c1)n1c(cc(n1)C(C)(C)C)NC(=O)CN(Cc1ccccc1)C(=O)CCl	ZINC00739118
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
354,"CCCN(CC(=O)Nc1cc(nn1c1ccccc1Cl)C(C)(C)C)C(=O)C1CCC1	ZINC35130283
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
355,"CC(C)N(CC(=O)Nc1cc(nn1c1ccccc1Cl)c1ccccc1)C(=O)CC(C)(C)C	ZINC35171910
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
356,"CCCCN(CC(=O)Nc1cc(nn1c1ccc(cc1)C)c1ccccc1)C(=O)[C@H](C)Cl	ZINC35172478
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
357,"CCC(=O)N(CC(C)C)CC(=O)Nc1nc(cn1c1ccc(c(c1)C)C)c1ccc(cc1)Cl	ZINC36045023
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
358,"CC(C)CN(CC(=O)Nc1nc(cn1c1cccc(c1)Cl)c1ccccc1)C(=O)C(C)C	ZINC36049582
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
359,"CC[C@H]1CCCCN1c1c(=O)n(c2ccccc2n1)CCC(=O)NCc1ccc(cc1)C(C)C	ZINC40840988
",1.0,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=O)NS1(=O)=O	CHEMBL591978
"
360,"Cc1ccc(cc1)S(=O)(=O)N(CC(=O)NCc1ccccc1CN1CCCC1=O)c1ccc(cc1)C(C)C	ZINC22319529
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
361,"Cc1cccc(c1)n1c(cc(c1C)/C=N/NC(=O)CN(c1cccc(c1)C)S(=O)(=O)c1ccccc1)C	ZINC58914950
",1.0,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
362,"Cc1c(cnn1C)CNC(=O)[C@H]1CCCC[C@H]1C(=O)[O-]	ZINC02767657
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
363,"Cc1cccnc1NC(=O)c1c(c2c(n(c1=O)C1CC1)CCCC2)[O-]	ZINC06444258
",1.0,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211655
"
364,"C[C@@H]1CC[C@@H](CC1)NC(=O)[C@@H](C)n1ccc(n1)C(=O)[O-]	ZINC20321066
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
365,"Cc1c(cn(n1)C)[C@H](C)NC(=O)[C@@H]1CC=CC[C@@H]1C(=O)[O-]	ZINC36611014
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
366,"Cc1ccc(cc1)[C@H](C)NC(=O)c1c(cnn1C)C(=O)[O-]	ZINC36615519
",1.0,0,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
367,"C[C@@H](CC(=O)[O-])NC(=O)c1cc2c(c(c1)Cl)OCO2	ZINC37412810
",1.0,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NC(=O)CC(=O)[O-]	CHEMBL215335
"
368,"Cc1c2c(=O)c(c[nH]c2n(n1)c1ccc(cc1)F)C(=O)[O-]	ZINC21729412
",1.0,0,"c1cc(cc(c1)C(=O)[O-])/C=C/c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL411295
"
369,"Cc1c(cn[nH]1)S(=O)(=O)[N-]c1ncc(s1)Br	ZINC37730600
",1.0,0,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
370,"c1cc(c(cc1[N-]S(=O)(=O)c1c[nH]nc1)C#N)Cl	ZINC37745028
",1.0,0,"c1cc2cc(c(cc2cc1CC#N)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL259051
"
371,"CCc1ccc(cc1)n1c(c(c(=O)[nH]c1=O)C(=O)C)[O-]	ZINC00342265
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
372,"c1cc2c[nH]nc2cc1[N-]S(=O)(=O)c1ccnc(c1)Cl	ZINC38107956
",1.0,0,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
373,"CCC(=O)c1c(=O)[nH]c(=O)n(c1[O-])C1CCCCCC1	ZINC06499031
",1.0,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
