Molècula,Tanimoto,És Actiu,Actiu més semblant
CC1=C(C(=O)OCC=C)[C@]2(c3cc(Br)ccc3NC2=O)C(C(=O)OCCOC)=C(N)O1,0.5787256450763559,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3cc(C(=O)[O-])ccc3C)[C@@H]2c2cccs2)c(C)c1,0.5787234042553191,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C(=O)[O-])cc1N1[C@@H](c2cc([N+](=O)[O-])ccc2Cl)C(C(=O)C2CC2)=C([O-])C1=O,0.5786963434022258,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCSc1nnc(N2[C@@H](c3ccc(N(C)C)cc3)C(C(=O)c3ccc4c(c3)C[C@@H](C)O4)=C([O-])C2=O)s1,0.5786666666666667,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)C1=C(C)N=C2N([C@H]1c1ccc(C)cc1C)C(/C=C(\[O-])NCc1ccco1)=CS2,0.5786666666666667,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C(=O)[O-])cc1N1[C@H](c2cccs2)C(C(=O)c2ccccc2Cl)=C([O-])C1=O,0.5786397449521785,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C(=O)[O-])cc1N1[C@H](c2ccccc2[N+](=O)[O-])C(C(=O)c2ccccc2Cl)=C([O-])C1=O,0.5786130227633669,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)C1CCN(/C([O-])=C/C2=CSC3=NC(C)=C(C(=O)OCC)[C@@H](c4cc(C)ccc4C)N23)CC1,0.5786130227633669,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1cc(C)c2c(c1)sc(N1[C@@H](c3ccc(C(C)C)cc3)C(C(c3ccccc3)=O)=C([O-])C1=O)n2,0.5786096256684492,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCN(C)/C([O-])=C/C1=CSC2=NC(c3ccccc3)=C(C(=O)OCC)[C@@H](c3ccc(C)cc3C)N12,0.5785601681555439,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@H](OC(=O)C1CCCC1)C2,0.5785288270377733,0,C[C@]12CC[C@H](O)C(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@]1(C)CC[C@@]1(CCCCCCCCCCC(=O)[O-])[C@H]2CC(C)(C)CC1
C[C@@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@H](OC(=O)C1CCCC1)C2,0.5785288270377733,0,C[C@]12CC[C@H](O)C(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@]1(C)CC[C@@]1(CCCCCCCCCCC(=O)[O-])[C@H]2CC(C)(C)CC1
Cc1ccc(N2[C@]3(c4ccccc4[C@@H](c4cc(C)ccc4C)S3)SC(C(=O)c3ccccc3)=N2)cc1,0.5785256410256411,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@H]2C(C(=O)OC(C)(C)C)=C(C)N=C3N2C(/C=C(\[O-])NCc2ccccc2)=CS3)c1,0.5784418356456777,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCc1ccccc1/N=C1/N(c2ccccc2CC)C(=O)/C(=C2\c3cc([N+](=O)[O-])ccc3N=C2[O-])S1,0.5783324482209241,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1csc(N2[C@H](c3ccc(Cl)c(Cl)c3)C(C(=O)c3cc4ccccc4o3)=C([O-])C2=O)n1,0.5783132530120482,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccccc1[C@H]1C(C(=O)c2ccccc2OC)=C([O-])C(=O)N1c1cc(C(=O)[O-])ccc1Cl,0.5782167645488521,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCN(C)/C([O-])=C/C1=CSC2=NC(C(F)(F)F)=C(C(=O)OC(C)C)[C@@H](c3ccc(C(C)C)cc3)N12,0.5781837721655024,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OCCOC)[C@H](c2ccccc2F)N2C(/C=C(\[O-])N(C)Cc3ccccc3)=CSC2=N1,0.5781584582441114,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1cccn2c1nc(C)c2C(=O)C1=C([O-])C(=O)N(Cc2ccco2)[C@H]1c1cc(OC)c(OC)c(OC)c1,0.578125,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C(=O)[O-])cc1N1[C@H](c2cccc([N+](=O)[O-])c2)C(C(=O)c2ccc(Cl)s2)=C([O-])C1=O,0.5780836421386977,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@@H]2C(C(=O)OCC=C)=C(C)N=C3N2C(/C=C(\[O-])N(C)C2CCCCC2)=CS3)c1,0.5780590717299579,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
COc1ccc(-c2ccc(/C=C3\C(=O)N([C@@H](CCC(=O)[O-])C(=O)[O-])C(=S)S3)o2)c([N+](=O)[O-])c1,0.5780245470485097,0,c1ccc(-n2cc(/C=C3/C(=O)N(CCS(=O)(=O)[O-])C(=S)S3)c(-c3ccc(OCc4ccccc4F)cc3)n2)cc1
Cc1ccc(C(C2=C([O-])C(=O)N(c3nc4c(C)cc(C)cc4s3)[C@H]2c2ccc(C(C)C)cc2)=O)cc1,0.5779914529914529,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1c(C)sc(N2[C@H](c3ccc(C(C)C)cc3)C(C(=O)c3ccc(OC)c(Cl)c3)=C([O-])C2=O)n1,0.5779569892473119,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCSc1nnc(N2[C@H](c3cccc(O)c3)C(C(=O)c3cc4ccccc4o3)=C([O-])C2=O)s1,0.5779527559055118,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)C1=C(C)N=C2N([C@H]1c1ccccc1F)C(/C=C(\[O-])N(C)C1CCCCC1)=CS2,0.5779427359490986,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@H]2C(C(=O)OC)=C(C)N=C3N2C(/C=C(\[O-])Nc2ccc(F)cc2)=CS3)c(C)c1,0.5779325120514194,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCN(C)/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)[C@H](c3ccc(C)cc3C)N12,0.5779325120514194,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OC(C)(C)C)[C@H](c2ccccc2OC)N2C(/C=C(\[O-])NCc3ccc(F)cc3)=CSC2=N1,0.5778601694915254,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@@H](c2cc(C)ccc2C)N2C(/C=C(\[O-])NC[C@H]3CCCO3)=CSC2=N1,0.5777543489720611,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@@H](c2cc(C)ccc2C)N2C(/C=C(\[O-])N[C@H](C)c3ccccc3)=CSC2=N1,0.5777188328912467,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC[C@H](C)N/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)[C@@H](c3ccc(C)cc3C)N12,0.5776828617191672,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC[C@H](C)N/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)[C@H](c3ccc(C)cc3C)N12,0.5776828617191672,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C(=O)[O-])cc1N1[C@H](c2cccc([N+](=O)[O-])c2)C(C(=O)c2ccccc2OC)=C([O-])C1=O,0.5776699029126213,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@H]2C(C(=O)OC(C)C)=C(C)N=C3N2C(/C=C(\[O-])NCc2ccc(F)cc2)=CS3)c1,0.5776595744680851,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC(C)(C)c1c2c(n(-c3ccccc3Cl)n1)N(CC(=O)[O-])C(=O)CS[C@H]2c1cccc(F)c1,0.5776495278069255,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCCCCCOc1ccc([C@@H]2C(C(=O)OC(C)C)=C(C)Nc3n2nc(SCCCC)n3)cc1OC,0.5776464266523375,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@@H](c2cc(C)ccc2C)N2C(/C=C(\[O-])NCc3ccc(F)cc3)=CSC2=N1,0.5776364599894012,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
COc1ccc([C@@H]2C(C(=O)c3cccs3)=C([O-])C(=O)N2c2cc(C(=O)[O-])ccc2Cl)cc1OC,0.5776364599894012,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOc1ccccc1[C@@H]1C(C(=O)c2ccccc2F)=C([O-])C(=O)N1c1cc(C(=O)[O-])ccc1Cl,0.5776364599894012,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@H]2C(C(=O)OCCOC)=C(C)N=C3N2C(/C=C(\[O-])N[C@H](C)c2ccccc2)=CS3)c(C)c1,0.5775401069518716,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@H]2C(C(=O)OCCOC)=C(C)N=C3N2C(/C=C(\[O-])N[C@@H](C)c2ccccc2)=CS3)c(C)c1,0.5775401069518716,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@@H]2C(C(=O)OCc3ccccc3)=C(C)N=C3N2C(/C=C(\[O-])NCC(C)C)=CS3)c(C)c1,0.5775401069518716,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OC)[C@@H](c2ccc(C(C)C)cc2)N2C(/C=C(\[O-])N3CCc4ccccc4C3)=CSC2=N1,0.57752566180443,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OCC=C)[C@@H](c2ccccc2F)N2C(/C=C(\[O-])N(C)Cc3ccccc3)=CSC2=N1,0.5774798927613941,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
COc1ccc([C@@H]2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2cc(C(=O)[O-])ccc2Cl)cc1OC,0.5774722369116869,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@@H]2C(C(=O)c3ccc4c(c3)OCO4)=C([O-])C(=O)N2c2cc(C(=O)[O-])ccc2C)c(C)c1,0.5774572649572649,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@@H]2C(C(=O)OCC=C)=C(C)N=C3N2C(/C=C(\[O-])NCc2ccc(F)cc2)=CS3)c1,0.5774348057477382,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@H](c2cc(C)ccc2C)N2C(/C=C(\[O-])NCc3ccccc3)=CSC2=N1,0.5773524720893142,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@@H](c2cc(C)ccc2C)N2C(/C=C(\[O-])NCc3ccccc3)=CSC2=N1,0.5773524720893142,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OCCOC)[C@H](c2ccc(OC)cc2OC)N2C(/C=C(\[O-])NCC3CC3)=CSC2=N1,0.5773087071240105,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@@H](c2ccccc2F)N2C(/C=C(\[O-])N[C@@H](C)c3ccccc3)=CSC2=N1,0.5772921108742004,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)c1c(C)c(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)[C@@H]2c2ccco2)c(C)[nH]1,0.5772486772486772,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@H]2C(C(=O)OCCOC)=C(C)N=C3N2C(/C=C(\[O-])NCc2ccccc2)=CS3)c(C)c1,0.5771704180064309,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C)Cc2c1c1c(=O)n(CC(=C)C)c(=O)n(CC)c1s2,0.5771670190274841,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
C[C@H](CCCC(C)C)[C@@H]1CC[C@H]2[C@@]1(C)CC[C@@H]1[C@@H]2C(=O)C=C2[C@@]1(C)CC[C@H](O)C2,0.5770833333333333,0,C[C@]12CC[C@H](O)C(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@]1(C)CC[C@@]1(CCCCCCCCCCC(=O)[O-])[C@H]2CC(C)(C)CC1
CCOC(=O)C1=NN(c2ccccc2C)[C@@]2(S1)c1ccccc1[C@@H](c1ccc(C(C)(C)C)cc1)S2,0.5770666666666666,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OCc2ccccc2)[C@@H](c2ccccc2F)N2C(/C=C(\[O-])NCC(C)C)=CSC2=N1,0.5770053475935829,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OCC=C)[C@H](c2cccc([N+](=O)[O-])c2)N2C(/C=C(\[O-])Nc3ccc(F)cc3)=CSC2=N1,0.5770053475935829,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(-n2c3c(c(C(C)(C)C)n2)[C@H](c2cccc(Cl)c2)SCC(=O)N3CC(=O)[O-])c(C)c1,0.5769837099316868,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)c1ccc(N2C(=O)[C@@H]3[C@@H](c4ccc(Cl)cc4)c4c(nc([S-])s4)S[C@@H]3C2=O)cc1,0.5768421052631579,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)c1ccc(N2C(=O)[C@H]3[C@@H](c4ccc(Cl)cc4)c4c(nc([S-])s4)S[C@@H]3C2=O)cc1,0.5768421052631579,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@H]2C(C(=O)OC(C)C)=C(C)N=C3N2C(/C=C(\[O-])NCc2ccccc2)=CS3)c1,0.5768409818569904,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@@H]2C(C(=O)OC(C)(C)C)=C(C)N=C3N2C(/C=C(\[O-])N2CCCC2)=CS3)c1,0.5768208399787347,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
c1ccc(Cl)c(C(=O)C2=C([O-])C(=O)N(c3cc(C(=O)[O-])ccc3Cl)[C@H]2c2cccs2)c1,0.5768008474576272,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCCOc1ccc([C@H]2c3c(-c4cc(Cl)ccc4[O-])[nH]nc3C(=O)N2[C@H]2CCS(=O)(=O)C2)cc1,0.5767769940314704,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCCOc1ccc([C@H]2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2[C@H]2CCS(=O)(=O)C2)cc1,0.5767769940314704,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCc1ccc([C@H]2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc3c(C)cc(C)cc3s2)cc1,0.5767392458842273,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCCCSc1nc2n(n1)[C@H](c1ccc(C(=O)[O-])cc1)C(C(=O)Nc1ccccc1OCC)=C(C)N2,0.5767392458842273,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(CSc2nnc(N3[C@@H](c4ccc(C)cc4)C(C(=O)c4ccc(C)o4)=C([O-])C3=O)s2)cc1,0.5767195767195767,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccccc1CSC1=NC(=O)[C@@H]2[C@H](c3ccccc3OC)C3=C([O-])CC(C)(C)CC3=NC2=N1,0.5767167381974249,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1cc(C)c2c(c1)sc(N1[C@H](c3ccc(Cl)cc3)C(C(=O)/C=C/c3ccccc3)=C([O-])C1=O)n2,0.576657824933687,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OC(C)(C)C)[C@H](c2ccccc2F)N2C(/C=C(\[O-])N3CCCC3)=CSC2=N1,0.5766150560597971,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@@H]2C(C(=O)OCCOC)=C(C)N=C3N2C(/C=C(\[O-])N2CCN(C(=O)C)CC2)=CS3)c(C)c1,0.5765957446808511,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
COc1ccccc1[C@@H]1[C@H]2C(=NC(SCc3ccccc3Cl)=NC2=O)N=C2C1=C([O-])CCC2,0.5765717356260075,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCCCCCOc1ccc([C@@H]2C(C(=O)OCC=C)=C(C)Nc3n2nc(SCCCC)n3)cc1OC,0.5765717356260075,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=C(C(=O)OCC=C)[C@H](c2cccc([N+](=O)[O-])c2)N2C(/C=C(\[O-])NCc3ccccn3)=CSC2=N1,0.5765333333333333,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCC1=C(C(=O)OC)[C@@H](c2ccc(C)cc2C)N2C(/C=C(\[O-])N[C@@H](C)c3ccccc3)=CSC2=N1,0.5765333333333333,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC(C)c1ccc([C@H]2C(C(=O)OC(C)C)=C(C(F)(F)F)N=C3N2C(/C=C(\[O-])NC(C)C)=CS3)cc1,0.5764895330112721,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=NC2=C([C@@H](c3cc([N+](=O)[O-])c([O-])c(OC)c3)[C@H]1C(=O)OCC(C)C)C(=O)C[C@H](c1cccs1)C2,0.5763704097924428,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CC1=NC2=C([C@H](c3cc([N+](=O)[O-])c([O-])c(OC)c3)[C@H]1C(=O)OCC(C)C)C(=O)C[C@H](c1cccs1)C2,0.5763704097924428,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccccc1[C@H]1C(C(=O)OC(C)(C)C)=C(C)N=C2N1C(/C=C(\[O-])NCc1ccc(F)cc1)=CS2,0.5763256561328334,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
c1cc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCc4ccc(F)cc4)s3)[C@H]2c2ccc(O)cc2)oc1,0.576271186440678,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
CCOC(=O)C1=C(C)N=C2N([C@H]1c1ccccc1F)C(/C=C(\[O-])NCc1cccc(F)c1)=CS2,0.5762620837808807,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc([C@H]2C(C(=O)OCC=C)=C(C)N=C3N2C(/C=C(\[O-])NCc2ccc(F)cc2)=CS3)c(C)c1,0.5762439807383628,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
Cc1ccc(C)c([C@H]2C(C(=O)OC(C)(C)C)=C(C)N=C3N2C(/C=C(\[O-])N2CCOCC2)=CS3)c1,0.5762081784386617,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
COC(=O)C1=C(N)N2C(=O)[C@@H](CC(=O)[O-])SC2=C(C#N)[C@@H]1c1ccc(Cl)cc1Cl,0.57619816908993,0,c1ccc(COC(=O)[C@](Cc2ccc(C(F)(F)P(=O)([O-])[O-])cc2)(c2ccccc2)n2c3ccccc3nn2)cc1
