,Molècula,Tanimoto,És Actiu,Actiu més semblant
"
1366,"CCn1c(c(c(n1)C)CC[N-]/C(=N\C(=O)c1cccc(c1)F)/Nc1ccc(cc1)Br)C	ZINC32973182
",0.4445073612684032,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1367,"Cc1ccc(c(c1)n1c(=O)c2cccc3c2c(cc(c3Nc2ccc(c(c2)C(=O)[O-])Cl)[N+](=O)[O-])c1=O)C	ZINC59859221
",0.44449865820931933,0,"c1ccc2c(c1)[nH]c(n2)[C@H](Cc1ccc(c(c1)F)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL381584
"
1368,"CCOc1ccccc1N1C(=O)/C(=C/2\c3cc(ccc3NC2=O)Br)/SC1=O	ZINC39857811
",0.4444810543657331,0,"c1ccc2c(c1)c(c1c3ccccc3sc1c2Br)c1cc(c(c(c1)Br)O)Br	CHEMBL109290
"
1369,"Cc1ccc(cc1)S(=O)(=O)N(CC(=O)NCc1ccccc1CN1CCCC1=O)c1ccc(cc1)C(C)C	ZINC22319529
",0.4444702602230483,0,"c1ccc(cc1)C1(SCC[C@H](S1)CCCCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL563436
"
1370,"CC(C)c1ccccc1OCCCn1c2ccccc2nc1CCCCCNC(=O)/C=C/c1ccccc1	ZINC40220126
",0.4444186586214899,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)C1CCCC1)OCC(=O)[O-]	CHEMBL282372
"
1371,"Cc1ccc(cc1)[C@@H]1C(=C(C(=O)N1c1ccc(cc1)Br)[O-])S(=O)(=O)c1ccc(cc1)C	ZINC64558186
",0.4444126893398114,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=O)NS1(=O)=O	CHEMBL591978
"
1372,"CCCCCCC(=O)N(CC(=O)N(CCc1c[nH]c2c1cccc2)Cc1ccc(cc1)C(F)(F)F)C(C)C	ZINC34871824
",0.44436652641421226,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)C1CCCC1)OCC(=O)[O-]	CHEMBL282372
"
1373,"CCOc1ccc(cc1OCC)[C@H]1C(=C(C(=O)N1CCOCCO)[O-])C(=O)c1ccc(cc1C)OCC=C	ZINC40083001
",0.44434050514499535,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)C1CCCC1)OCC(=O)[O-]	CHEMBL282372
"
1374,"CCCOc1ccc(cc1)[C@H]1C(=C(C(=O)N1)[O-])C(=O)c1cccs1	ZINC40115627
",0.44431946006749157,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1375,"CC[C@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)CNC(=O)C)n1cccc(c1=O)NC(=O)c1ccc2ccccc2c1	ZINC28101926
",0.4443144595226954,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)C1CCCC1)OCC(=O)[O-]	CHEMBL282372
"
1376,"Cc1ccc(c(c1)[N-]C1=NC(=O)/C(=C/c2ccccc2O[C@H](C)C(=O)[O-])/S1)C	ZINC16910514
",0.44430459408432976,0,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
1377,"CCOC(=O)[C@H]1CCCN(C1)/C(=C/c1csc2=NC(=C([C@H](n12)c1cccc(c1)Cl)C(=O)OC)C)/[O-]	ZINC35697744
",0.44430411720131346,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
"
1378,"CCO/C(=C\1/C(=N/c2ccc(cc2)C)/S/C(=C\c2ccc(o2)c2ccc(cc2Cl)[N+](=O)[O-])/C1=O)/[O-]	ZINC59247388
",0.4443025038323965,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1379,"c1ccc2c(c1)c(=O)n(c(n2)SCC(=O)Nc1cc(ccc1Cl)C(=O)[O-])Cc1ccc(cc1)F	ZINC13342314
",0.4442991631799163,0,"c1cc(ccc1c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br)NS(=O)(=O)c1ccc(cc1)C(F)(F)F	CHEMBL383882
"
1380,"CC(C)(CC(=O)NCCS(=O)(=O)[N-]c1ccccc1)c1ccc(cc1)Cl	ZINC62313421
",0.4442930153321976,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL284664
"
1381,"Cn1c(nnc1SCC(=O)Nc1cc(ccc1C(=O)[O-])C(=O)[O-])COc1ccccc1Cl	ZINC13417958
",0.4442919868276619,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
"
1382,"Cc1c(cccc1Cl)n1c(=O)c2ccccc2nc1[C@@H](C)N(CCC(C)C)C(=O)c1ccccc1	ZINC35071658
",0.444275966641395,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
"
1383,"CCc1cc(ccc1c1ccc(o1)/C=C\1/C(=NC(=O)N(C1=O)c1ccc(cc1)C)[O-])Br	ZINC58833536
",0.44425434844596523,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1384,"Cc1c(sc(n1)N1[C@H](C(=C([O-])C1=O)C(=O)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)OCC=C	ZINC06144024
",0.44421906693711966,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1385,"CC1=C([C@@H](n2c(csc2=N1)/C=C(\[O-])/N[C@@H](C)c1ccccc1)c1ccccc1OC)C(=O)OC(C)C	ZINC35705372
",0.4441699604743083,0,"Cc1cc(ccc1N1CC(=NS1(=O)=O)[O-])C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1386,"Cc1ccccc1OCCn1cc(c2c1cccc2)/C=C\1/C(=NC(=O)N(C1=O)c1ccc(c(c1)Cl)C)[O-]	ZINC08913858
",0.4441514860977948,0,"c1ccc(cc1)Cc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(c(c1)NC(=O)/C=C/C(=O)[O-])O	CHEMBL1086020
"
1387,"c1ccc(cc1)[C@@H]1CC(=NN1c1nc(cs1)c1ccc(cc1)Br)c1ccc(cc1)Cl	ZINC28061463
",0.44411237298266587,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
1388,"CCN(CC)c1ccc2cc(c(=O)oc2c1)S(=O)(=O)c1ccc(cc1)C	ZINC01616710
",0.4441025641025641,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL284664
"
1389,"CCO/C(=C\1/C(=N/c2ccc(cc2)OC)/S/C(=C\c2ccc(c(c2)Br)N(C)C)/C1=O)/[O-]	ZINC59247675
",0.44409313020983043,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1390,"c1ccc2c(c1)c(c[nH]2)CC[N-]/C(=N/C(=O)c1ccc(cc1)Cl)/Nc1cccc(c1)Br	ZINC32943497
",0.44409313020983043,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=O)NS1(=O)=O	CHEMBL591978
"
1391,"CCOc1cc(cc(c1OCc1ccc(cc1)F)CC=C)/C=N\NC(=O)CC[C@@H](c1ccccc1)O	ZINC58892232
",0.4440910203082946,0,"c1ccc(cc1)Cc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(c(c1)Br)OCCCC(=O)[O-]	CHEMBL25584
"
1392,"Cc1cccc(c1)n1c(=O)c2c(nc1SCc1ccccc1Cl)c1ccccc1CC12CCCCC1	ZINC02373746
",0.44408708560118754,0,"c1ccc(cc1)CN(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])S(=O)(=O)c1ccc(cc1)OCC(=O)[O-]	CHEMBL372973
"
1393,"Cc1ccc(c(c1)[C@H]1C(=C(N=c2n1c(cs2)/C=C(\[O-])/NC[C@@H]1CCCO1)C)C(=O)OCc1ccccc1)C	ZINC36063518
",0.44408427876823336,0,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
"
1394,"Cc1ccc(cc1NC(=O)CSc1nc2cc(ccc2c(=O)n1C)C(=O)[O-])C(=O)[O-]	ZINC13232384
",0.44407992842230837,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
1395,"CCn1cc(ccc1=O)[N-]S(=O)(=O)c1cc(ccc1F)N	ZINC40349220
",0.4440677966101695,0,"c1cc(nc2c1cc(c(c2)C(F)(F)P(=O)([O-])[O-])Br)C(=O)N	CHEMBL260914
"
1396,"Cc1ccc(c(c1)C)[C@H]1C(=C(C(=O)N1c1cccc(c1)C(=O)[O-])[O-])C(=O)c1ccc(cc1F)OC	ZINC13214417
",0.4440515281636777,0,"c1cc(cc(c1)S(=O)(=O)N[C@@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])c1[nH]ccn1)C(F)(F)F	CHEMBL254513
"
1397,"COc1ccc(cc1CSCC(=O)[O-])C(=O)/C=C/c1ccc(c(c1)OC)OCc1ccc(cc1)F	ZINC13216689
",0.44404973357015987,0,"c1ccc2c(c1)c(co2)c1ccc(cc1)c1ccc(cc1)OS(=O)(=O)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL24900
"
1398,"Cc1cc(cc(c1Cl)C)OCC(=O)Oc1ccc2c(c1)OC(=C([C@@H]2c1ccc(c(c1)OC)OC)C#N)N	ZINC38658565
",0.44402096236303,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL24695
"
1399,"CC(C)Oc1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](N2)c1c2ccccc2cc2c1cccc2	ZINC14549356
",0.44400113992590484,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1400,"c1cc(ccc1[C@@H]1C(=C(C(=O)N1CCO)[O-])C(=O)c1ccc(cc1)S(=O)(=O)N1CCCC1)[N+](=O)[O-]	ZINC40111656
",0.4439949431099874,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])c1ccccc1	CHEMBL562468
"
1401,"Cc1ccc(c(c1)[C@@H]1C(=C(N=c2n1c(cs2)/C=C(\[O-])/NC[C@@H]1CCCO1)C)C(=O)OCc1ccccc1)C	ZINC36063516
",0.44398244398244396,0,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
"
1402,"COc1ccc(c(c1)/N=C/c1cc(cc(c1[O-])[N+](=O)[O-])Cc1ccccc1Cl)OC	ZINC27500975
",0.4439821693907875,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
1403,"CCN(CC)C(=O)C1=C(N=c2n([C@@H]1c1cccc(c1)Cl)c(cs2)/C=C(\[O-])/N1CCN(CC1)C(=O)C)C	ZINC35698322
",0.4439719859929965,0,"Cc1cc(ccc1N1CC(=NS1(=O)=O)[O-])C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1404,"Cc1cccc(c1)c1nnc(n1CC(=O)[O-])Sc1cnn(c(=O)c1Cl)c1ccc(cc1)C(=O)[O-]	ZINC13274246
",0.44395318595578676,0,"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])C(=O)N	CHEMBL382311
"
1405,"Cc1cc(cc(c1)S(=O)(=O)[N-]c1cc(no1)C)N	ZINC37053663
",0.4439484126984127,0,"C1C[NH2+]Cc2c1c(c(s2)NC(=O)C(=O)[O-])C(=O)[O-]	CHEMBL139393
"
1406,"CCCN1c2ccccc2[C@]2(C1=O)C(=C(C(=O)N2CCOC)[O-])C(=O)c1cccc(c1)S(=O)(=O)N(C)C	ZINC39840878
",0.443939756155869,0,"c1ccc2c(c1)[nH]c(n2)[C@H](Cc1ccc(c(c1)F)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL381584
"
1407,"Cc1ccc(cc1)n1c(=O)c2c(nc1SCc1ccccc1F)c1ccccc1CC12CCCCC1	ZINC40036607
",0.4439240818338674,0,"c1ccc(cc1)CN(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])S(=O)(=O)c1ccc(cc1)OCC(=O)[O-]	CHEMBL372973
"
1408,"Cc1ccc(cc1)CN(CCc1c[nH]c2c1cccc2)C(=O)CN(CCCOC)C(=O)NCc1ccccc1	ZINC16649485
",0.443923145665773,0,"CCCCCNC(=O)[C@H](Cc1ccc(c2c1cccc2)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NC(=O)C	CHEMBL303333
"
1409,"CCN(c1cccc(c1)C)C(=O)c1ccc(cc1)N1CCCC1=O	ZINC36140831
",0.4439078751857355,0,"COC(=O)CCc1ccc2c(c1)C(=CC(=O)C2=O)c1ccccc1	CHEMBL58848
"
1410,"c1cc2ccc(nc2c(c1)Cl)/C=C\1/C(=O)N(C(=S)S1)[C@H](CCC(=O)[O-])C(=O)[O-]	ZINC09547482
",0.44390715667311414,0,"c1ccc(cc1)CNc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL243731
"
1411,"Cc1ccc(cc1[N-]C1=NC(=O)/C(=C\c2ccc(o2)c2ccc(c(c2)Cl)Cl)/S1)C(=O)[O-]	ZINC54164315
",0.4439038351459645,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1412,"CCc1ccc(cc1)/N=C\1/C(=C([O-])/C(=C/c2cc3c(cc2Br)OCO3)/S1)C(=O)OCC	ZINC59366129
",0.44384109745641614,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1413,"C1[C@H]2C[C@H]([C@@H]1C=C2)C(=O)N[C@@H](CC(=O)N)C(=O)[O-]	ZINC34679292
",0.4438342486270594,0,"C1C[NH2+]Cc2c1c(c(s2)NC(=O)C(=O)[O-])C(=O)[O-]	CHEMBL139393
"
1414,"c1ccc2c(c1)c([O-])nn(c2=O)CC(=O)N1CCc2c(ccs2)[C@H]1c1cccs1	ZINC08733813
",0.4438166980539862,0,"c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL212232
"
1415,"c1cc(c(cc1C(=O)[O-])NC(=O)CSc1nnc2n1cc(cc2Cl)C(F)(F)F)C(=O)[O-]	ZINC13394759
",0.44380897912496425,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1416,"CCOC(=O)C1=C(N=c2n(c(=O)/c(=C\c3ccc(c(c3)OC)C)/s2)[C@H]1c1ccc(cc1)N(C)C)C	ZINC06227145
",0.443791517629024,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1417,"Cc1cccc(c1C)N1C(=O)/C(=C\c2cc(n(c2C)c2ccc(c(c2)Cl)C(=O)[O-])C)/C(=NC1=S)[O-]	ZINC33335211
",0.4437869822485207,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1418,"CCCOc1ccc(cc1C)C(=O)C1=C(C(=O)N([C@@H]1c1cccs1)c1nnc(s1)SCC)[O-]	ZINC40000206
",0.44376657824933685,0,"CCCCCc1c(c(cc2c1Oc1cc(cc(c1C(=O)O2)C(=O)CCCC)OC)O)C(=O)[O-]	CHEMBL551842
"
1419,"Cc1cc(cc(c1C)S(=O)(=O)[N-]c1cc(ccc1Cl)C(=O)OC)C(=O)[O-]	ZINC13079265
",0.4437648657832144,0,"c1ccc(cc1)CCN1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL140120
"
1420,"CN(C)S(=O)(=O)c1ccc(cc1)C(=O)Nc1nc2c(s1)ccc(c2Cl)Cl	ZINC02723857
",0.443758573388203,0,"c1ccc(cc1)CCN1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL140120
"
1421,"CC(C)[C@@H](c1ccc(cc1)Cl)C(=O)N[C@@H](CC(=O)[O-])c1ccc(cc1)F	ZINC13176867
",0.44373530399731276,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O	CHEMBL23989
"
1422,"C1CCC(C1)C(=O)N1C[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3	ZINC65814819
",0.4436913451511992,0,"c1ccc2c(c1)C(=CC(=O)C2=O)C1CCCCC1	CHEMBL58737
"
1423,"Cc1ccccc1C(=N)c1ccccc1Cc1cccc2c1cccc2	ZINC01654325
",0.44367657221838286,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL284664
"
1424,"COc1ccccc1CNc1nn2c([O-])cc(nc2n1)CNc1ccc(cc1)F	ZINC65323091
",0.44366197183098594,0,"c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL212232
"
1425,"CSCC[C@@H](C(=O)[O-])N1C(=O)/C(=C/c2ccc(o2)c2ccc(cc2)C(=O)[O-])/SC1=S	ZINC40567550
",0.4436002337814144,0,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
1426,"Cc1cc(c(c(c1)Cl)N(c1nc(cs1)COC(=O)Cc1ccccc1Cl)C(=O)C)C	ZINC25044987
",0.4435820895522388,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
1427,"CN(C)S(=O)(=O)c1cc(cc(c1)NCc1cccc2c1OCO2)C(=O)Nc1ccc2cn[nH]c2c1	ZINC14532327
",0.4435668789808917,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1428,"CCOc1ccccc1[C@@H]1C(=C(C(=O)N1c1cc(ccc1Cl)C(=O)[O-])[O-])C(=O)c1ccccc1F	ZINC13214718
",0.44354430379746834,0,"c1cc(cc(c1)S(=O)(=O)N[C@@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])c1[nH]ccn1)C(F)(F)F	CHEMBL254513
"
1429,"CCCOc1ccc(cc1C)C(=O)C1=C(C(=O)N[C@@H]1/C=C/c1ccccc1)[O-]	ZINC40123836
",0.4435305283138247,0,"c1cc(cc(c1)F)NC(=O)c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL261362
"
1430,"c1cc(c(c(c1)Cl)N[C@H]1CC(=O)N(C1=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])Cl	ZINC16902180
",0.4435252943048043,0,"c1cc(cc(c1)F)NC(=O)c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL261362
"
1431,"c1cc(c(c(c1)Cl)N[C@@H]1CC(=O)N(C1=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])Cl	ZINC16902180
",0.4435252943048043,0,"c1cc(cc(c1)F)NC(=O)c1ccc2cc(c(cc2n1)C(F)(F)P(=O)([O-])[O-])Br	CHEMBL261362
"
1432,"CCCCCCN([C@H](c1ccc(cc1)Cl)C(=O)NCS(=O)(=O)c1ccc(cc1)C)C(=O)CCCC	ZINC36523013
",0.4435,0,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])c1ccccc1	CHEMBL562468
"
1433,"CS(=O)(=O)N1CCc2c1ccc(c2)[N-]S(=O)(=O)c1cc(ccc1Cl)C(=O)[O-]	ZINC19819409
",0.4434981984932853,0,"COc1cccc(c1)C[N@@H+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1	CHEMBL137989
"
1434,"CC[C@H](Cn1cc(c2c1ccc(c2)C(=O)OC)C[N-]S(=O)(=O)Oc1ccccc1)S(=O)(=O)C(C)C	ZINC39491477
",0.44346289752650175,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1435,"Cc1cc(c(n1c1cccc(c1)C(=O)OC)C)/C=C/1\C(=NC(=S)N(C1=O)c1ccc(cc1OC)OC)[O-]	ZINC59595426
",0.44346001398927487,0,"CCCCc1c(c2ccccc2o1)Cc1ccc2c(c1)ccc(c2Br)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25243
"
1436,"CCOc1ccc(cc1)N1CCN(C1=O)CC(=O)Nc1ccc(cc1)S(=O)(=O)[N-]c1c(c(no1)C)C	ZINC49386322
",0.4434567901234568,0,"Cc1cc(ccc1N1CC(=O)NS1(=O)=O)C[C@@H](c1[nH]c2ccccc2n1)NS(=O)(=O)c1ccccc1	CHEMBL592245
"
1437,"c1cc(ccc1[C@H]1C(=C(C(=O)N1c1cc(ccc1Cl)C(=O)[O-])[O-])C(=O)c1ccc(cc1)F)[N+](=O)[O-]	ZINC13214448
",0.4434561626429479,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1438,"C[C@@H](C(=O)[O-])Oc1ccccc1/C=C/1\C(=O)N=C(S1)[N-]c1cccc(c1Cl)Cl	ZINC16910621
",0.44345332908569607,0,"c1ccc(cc1)CNc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL243731
"
1439,"CCc1ccc(cc1)[C@H]1C(=C([O-])C(=O)N1c1nc(c(s1)C(=O)OCC=C)C)C(=O)c1ccc(c(c1)F)C	ZINC16730513
",0.4434389140271493,0,"c1ccc2c(c1)[nH]c(n2)[C@H](Cc1ccc(c(c1)F)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL381584
"
1440,"Cc1ccc(c(c1)C)c1csc2c1c(=O)n(cn2)[C@@H](C)C(=O)OC(C)C	ZINC01281861
",0.4434219495569189,0,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL284664
"
1441,"CC(C)(C)c1cc2nc(cc(n2n1)C(=O)N(C)CCc1ccc(c(c1)OC)OC)c1ccc(cc1)F	ZINC35953827
",0.44341009309162177,0,"c1ccc(cc1)Cc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(c(c1)Br)OCCCC(=O)[O-]	CHEMBL25584
"
1442,"CCN1C(=O)/C(=C/c2cn(c3c2cc(cc3)Br)CCOc2ccc(cc2)C)/N=C1[S-]	ZINC39556277
",0.44338213325366,0,"CS(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL212433
"
1443,"CCOC(=O)[C@@H]1CCCN(C1)/C(=C/c1csc2=NC(=C([C@@H](n12)c1ccc(cc1C)C)C(=O)OCC)C)/[O-]	ZINC36050444
",0.44337811900191937,0,"c1ccc(cc1)CS(=O)(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Cl	CHEMBL244563
"
1444,"CCOC(=O)[C@H]1CCCN(C1)/C(=C/c1csc2=NC(=C([C@@H](n12)c1ccc(cc1C)C)C(=O)OCC)C)/[O-]	ZINC36050445
",0.44337811900191937,0,"c1ccc(cc1)CS(=O)(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Cl	CHEMBL244563
"
1445,"CCOC(=O)[C@@H]1CCCN(C1)/C(=C/c1csc2=NC(=C([C@H](n12)c1ccc(cc1C)C)C(=O)OCC)C)/[O-]	ZINC36050446
",0.44337811900191937,0,"c1ccc(cc1)CS(=O)(=O)N1CCC(CC1)Nc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Cl	CHEMBL244563
"
1446,"Cc1cc(c2c(c1)sc(n2)N1[C@H](C(=C([O-])C1=O)C(=O)c1ccc(cc1)OC)c1ccc(cc1)N(C)C)C	ZINC35263774
",0.4433711663849312,0,"c1ccc2c(c1)[nH]c(n2)[C@H](Cc1ccc(c(c1)F)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL381584
"
1447,"CC(C)OC(=O)c1cccc(c1)NC(=O)CSc1nnc(n1C)CNC(=O)c1ccc(c(c1)OC)OC	ZINC10039173
",0.4433451118963486,0,"CCCCc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL279242
"
1448,"COc1ccccc1N(CCC(=O)N)C(=O)CSc1nc2cc(ccc2c(=O)n1CC=C)C(=O)[O-]	ZINC13244454
",0.44333333333333336,0,"c1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)O)Cc1ccc(cc1)c1ccc(c(c1)O)C(=O)[O-]	CHEMBL494537
"
1449,"COCCCN1C(=O)/C(=C/c2cn(c3c2cccc3)Cc2ccc(cc2Cl)F)/N=C1[S-]	ZINC39557007
",0.44333142530051517,0,"c1cc(cc(c1)N1CCc2c1cc(cc2)F)c1ccc(cc1)CN1CC(=NS1(=O)=O)[O-]	CHEMBL591978
"
1450,"Cc1ccc(c(c1)C)n1c(cc(c1C)/C=C/1\C(=NC(=O)N(C1=O)c1ccc(cc1)F)[O-])C	ZINC13569448
",0.4433131535498074,0,"CCc1csc(n1)[C@H](Cc1ccc(cc1)NS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)C(=O)OC	CHEMBL590155
